country_code,country,fee
1,USA,18883.38604064026
2,EUR,34429.47590695183
3,JAP,33872.446888919876
4,CHN,20830.54863682058
5,BRA,31346.995798814343
6,IND,16977.13486754834
7,ROW,138512.4080064992
