origin_code,destination_code,sector,trade
1.0,1.0,0,13902771.588987
1.0,1.0,1,5880294.254351
1.0,1.0,2,463482.0185263333
1.0,2.0,0,129924.600044
1.0,2.0,1,162473.02025633334
1.0,2.0,2,26896.99598533333
1.0,3.0,0,43298.17157766666
1.0,3.0,1,44923.389349666664
1.0,3.0,2,5666.820839333333
1.0,4.0,0,17887.679036
1.0,4.0,1,24975.198301666667
1.0,4.0,2,4174.639468
1.0,5.0,0,7109.328114999999
1.0,5.0,1,8397.752023333333
1.0,5.0,2,2599.359387666667
1.0,6.0,0,5446.837899333333
1.0,6.0,1,5743.893054333334
1.0,6.0,2,1159.3778
1.0,7.0,0,60624.74562733333
1.0,7.0,1,110998.08497833333
1.0,7.0,2,13249.02761
1.0,8.0,0,13570.097727
1.0,8.0,1,20303.08947833333
1.0,8.0,2,2755.7199809999997
1.0,9.0,0,3743.1529533333337
1.0,9.0,1,4906.155635666667
1.0,9.0,2,361.41257733333333
1.0,10.0,0,39217.957697666665
1.0,10.0,1,75630.27623133334
1.0,10.0,2,10548.027168333332
1.0,11.0,0,1937.2780103333334
1.0,11.0,1,3471.401313
1.0,11.0,2,452.90467366666667
1.0,12.0,0,86460.42346166667
1.0,12.0,1,113359.29337066668
1.0,12.0,2,15154.015065666666
2.0,1.0,0,162434.282912
2.0,1.0,1,249454.43244900004
2.0,1.0,2,59975.540871666664
2.0,2.0,0,16154712.618257
2.0,2.0,1,8159330.060499
2.0,2.0,2,600062.4297053333
2.0,3.0,0,36363.37823533333
2.0,3.0,1,54204.461149333336
2.0,3.0,2,8264.733284333333
2.0,4.0,0,21108.70972733333
2.0,4.0,1,54834.684787666665
2.0,4.0,2,4972.045347333334
2.0,5.0,0,9923.471235333333
2.0,5.0,1,16098.360978666666
2.0,5.0,2,3567.2923443333334
2.0,6.0,0,12129.525178999998
2.0,6.0,1,20656.961323
2.0,6.0,2,2036.789168
2.0,7.0,0,24949.222339333337
2.0,7.0,1,27171.411502666666
2.0,7.0,2,4543.415644000001
2.0,8.0,0,11975.735077666666
2.0,8.0,1,20733.398110333335
2.0,8.0,2,2754.973689
2.0,9.0,0,27636.129906
2.0,9.0,1,41658.70770566667
2.0,9.0,2,4938.517365
2.0,10.0,0,6334.172126666667
2.0,10.0,1,18534.262283666667
2.0,10.0,2,2969.853790333333
2.0,11.0,0,7454.516962666666
2.0,11.0,1,16354.284040666666
2.0,11.0,2,1760.4061046666666
2.0,12.0,0,185724.55650366665
2.0,12.0,1,260748.68599666664
2.0,12.0,2,37605.893133666665
3.0,1.0,0,29822.916618333333
3.0,1.0,1,100615.23565500001
3.0,1.0,2,6971.127440333334
3.0,2.0,0,31421.642486666664
3.0,2.0,1,72481.80881966666
3.0,2.0,2,5240.089916666667
3.0,3.0,0,4700389.017223333
3.0,3.0,1,2646928.304633334
3.0,3.0,2,205623.29822466665
3.0,4.0,0,20407.66953166667
3.0,4.0,1,57611.44111733333
3.0,4.0,2,6267.826856666667
3.0,5.0,0,938.8882199999999
3.0,5.0,1,2386.5150323333332
3.0,5.0,2,199.85704666666666
3.0,6.0,0,1776.0683576666668
3.0,6.0,1,5072.021239666666
3.0,6.0,2,436.2274576666667
3.0,7.0,0,2475.4069090000003
3.0,7.0,1,7182.340277333333
3.0,7.0,2,261.31923466666666
