origin_code,destination_code,sectors,patent flows
1.0,1.0,1.0,142036.18802978043
1.0,1.0,2.0,50567.876417248015
1.0,2.0,1.0,10546.160406320325
1.0,2.0,2.0,5300.04619061869
1.0,3.0,1.0,12357.545309518151
1.0,3.0,2.0,6698.714219300709
1.0,4.0,1.0,14148.78723281621
1.0,4.0,2.0,5665.7572680528565
1.0,5.0,1.0,3616.5751391451377
1.0,5.0,2.0,2708.3624781141093
1.0,6.0,1.0,6060.10894058923
1.0,6.0,2.0,3071.1071444825698
1.0,7.0,1.0,9620.086639458406
1.0,7.0,2.0,6285.452006026969
1.0,8.0,1.0,6869.095894168691
1.0,8.0,2.0,3103.70378866347
1.0,9.0,1.0,1903.1209553659191
1.0,9.0,2.0,1376.9087648030963
1.0,10.0,1.0,2958.0215487421083
1.0,10.0,2.0,2394.7400748754003
1.0,11.0,1.0,665.1291736764639
1.0,11.0,2.0,878.4084737572288
1.0,12.0,1.0,906.5523622308211
1.0,12.0,2.0,725.9702635293808
2.0,1.0,1.0,33876.653793486505
2.0,1.0,2.0,11680.6398081901
2.0,2.0,1.0,29639.910461924417
2.0,2.0,2.0,9299.020026173255
2.0,3.0,1.0,13339.391649083273
2.0,3.0,2.0,6966.427146623079
2.0,4.0,1.0,16678.690961339187
2.0,4.0,2.0,6396.45214284768
2.0,5.0,1.0,4531.93391926734
2.0,5.0,2.0,3351.9686481582044
2.0,6.0,1.0,6686.350447444372
2.0,6.0,2.0,3241.337932912002
2.0,7.0,1.0,5962.288628303423
2.0,7.0,2.0,4817.656877350648
2.0,8.0,1.0,5960.583287939514
2.0,8.0,2.0,3490.1277918903847
2.0,9.0,1.0,4454.9063328698585
2.0,9.0,2.0,2422.6374061354672
2.0,10.0,1.0,1859.1082111309586
2.0,10.0,2.0,2067.9715933616394
2.0,11.0,1.0,1235.941562803773
2.0,11.0,2.0,1359.6849645619434
2.0,12.0,1.0,644.3170552682814
2.0,12.0,2.0,640.6047566376382
3.0,1.0,1.0,43129.41148157966
3.0,1.0,2.0,8871.35508376963
3.0,2.0,1.0,7545.05012379922
3.0,2.0,2.0,2208.6249286082193
3.0,3.0,1.0,242094.53172004156
3.0,3.0,2.0,94777.43414853292
3.0,4.0,1.0,22358.78802049557
3.0,4.0,2.0,5650.635216792066
3.0,5.0,1.0,799.8507155806192
3.0,5.0,2.0,448.60992487107023
3.0,6.0,1.0,1556.3674649853467
3.0,6.0,2.0,430.01909218384554
3.0,7.0,1.0,1278.0939493832445
3.0,7.0,2.0,884.5018994804133
3.0,8.0,1.0,11660.962031231362
3.0,8.0,2.0,3678.9868239517014
3.0,9.0,1.0,770.4266940563301
3.0,9.0,2.0,419.93183283848185
3.0,10.0,1.0,242.18710887310485
3.0,10.0,2.0,244.17443890523438
3.0,11.0,1.0,174.0855738528177
3.0,11.0,2.0,123.80181953243284
3.0,12.0,1.0,529.1231223375286
3.0,12.0,2.0,247.3483718865488
4.0,1.0,1.0,3756.0036172696578
4.0,1.0,2.0,585.4179460950489
4.0,2.0,1.0,757.4796148711035
4.0,2.0,2.0,143.41809344824185
4.0,3.0,1.0,640.1303625380048
4.0,3.0,2.0,221.05243385147833
4.0,4.0,1.0,79308.12524293804
4.0,4.0,2.0,31733.19786509334
4.0,5.0,1.0,122.65005098480226
4.0,5.0,2.0,61.28157886769753
4.0,6.0,1.0,222.8845701636774
4.0,6.0,2.0,89.08176085264296
4.0,7.0,1.0,176.26148311950826
4.0,7.0,2.0,92.71036535184793
4.0,8.0,1.0,526.8500492482414
4.0,8.0,2.0,109.84704957147115
4.0,9.0,1.0,151.18995010287858
4.0,9.0,2.0,62.10204193569333
4.0,10.0,1.0,33.54610446037562
4.0,10.0,2.0,24.935663554500252
4.0,11.0,1.0,23.774631285196083
4.0,11.0,2.0,21.867061380114333
4.0,12.0,1.0,42.92899625507973
4.0,12.0,2.0,19.915438087529242
5.0,1.0,1.0,189.6628964915601
5.0,1.0,2.0,89.70813274169704
5.0,2.0,1.0,60.04941083729877
5.0,2.0,2.0,34.03776167467316
5.0,3.0,1.0,43.5749550953548
5.0,3.0,2.0,25.405494517784945
5.0,4.0,1.0,57.72929585840789
5.0,4.0,2.0,26.960797522213966
5.0,5.0,1.0,2330.869775905001
5.0,5.0,2.0,1562.80904557521
5.0,6.0,1.0,32.44246029421533
5.0,6.0,2.0,21.514657756360865
5.0,7.0,1.0,37.101644564394064
5.0,7.0,2.0,24.8684726609593
5.0,8.0,1.0,25.157787170675352
5.0,8.0,2.0,8.982487921806865
5.0,9.0,1.0,14.37144930808377
5.0,9.0,2.0,4.858237562875243
5.0,10.0,1.0,35.998463299194405
5.0,10.0,2.0,17.31305361418072
5.0,11.0,1.0,8.507736044669732
5.0,11.0,2.0,6.127644937134547
5.0,12.0,1.0,5.7828534346299465
5.0,12.0,2.0,3.909150097202462
6.0,1.0,1.0,739.3739252231854
6.0,1.0,2.0,452.263728516792
6.0,2.0,1.0,84.5244893061756
6.0,2.0,2.0,160.05967861894405
6.0,3.0,1.0,68.57646645853016
6.0,3.0,2.0,117.03513866630271
6.0,4.0,1.0,109.46999409507782
6.0,4.0,2.0,107.48040054447561
6.0,5.0,1.0,37.06492186283301
6.0,5.0,2.0,83.97362196166165
6.0,6.0,1.0,2317.2102132071504
6.0,6.0,2.0,3312.3422479417422
6.0,7.0,1.0,44.881315654284016
6.0,7.0,2.0,110.36610536540142
6.0,8.0,1.0,47.95710784817422
6.0,8.0,2.0,84.0943573773145
6.0,9.0,1.0,18.5477664470685
6.0,9.0,2.0,40.53873964853117
6.0,10.0,1.0,15.8817137531853
6.0,10.0,2.0,46.118330918740774
6.0,11.0,1.0,26.687114551677848
6.0,11.0,2.0,59.50317300206056
6.0,12.0,1.0,6.9702296113405025
6.0,12.0,2.0,16.132425111291006
7.0,1.0,1.0,4435.988987690805
7.0,1.0,2.0,961.5380937160598
7.0,2.0,1.0,738.7829271788646
7.0,2.0,2.0,243.00894659354174
7.0,3.0,1.0,439.5877983888918
7.0,3.0,2.0,234.13590441732347
7.0,4.0,1.0,642.2957820147473
7.0,4.0,2.0,209.62621341143733
7.0,5.0,1.0,158.15840615429272
7.0,5.0,2.0,95.88798817042219
7.0,6.0,1.0,348.2609133904716
7.0,6.0,2.0,147.42097871184416
7.0,7.0,1.0,3410.458765198884
7.0,7.0,2.0,830.2697524561319
7.0,8.0,1.0,290.9590716953957
7.0,8.0,2.0,100.63639603024308
7.0,9.0,1.0,89.1185029927163
7.0,9.0,2.0,58.12266715763485
7.0,10.0,1.0,142.96607879593185
7.0,10.0,2.0,88.01022813633385
7.0,11.0,1.0,39.228747368690705
7.0,11.0,2.0,39.74456755259618
7.0,12.0,1.0,46.894617414530785
7.0,12.0,2.0,32.11927547605697
8.0,1.0,1.0,13194.278297942941
8.0,1.0,2.0,2113.78583994309
8.0,2.0,1.0,1979.955138869923
8.0,2.0,2.0,342.73065723177416
8.0,3.0,1.0,4473.409604304193
8.0,3.0,2.0,1066.280511355488
8.0,4.0,1.0,6557.364562331626
8.0,4.0,2.0,1267.2950912195838
8.0,5.0,1.0,223.89210627194493
8.0,5.0,2.0,73.04264481738944
8.0,6.0,1.0,682.1337645566915
8.0,6.0,2.0,141.21890215373568
8.0,7.0,1.0,303.23220971321865
8.0,7.0,2.0,98.42797384403109
8.0,8.0,1.0,87671.74447423215
8.0,8.0,2.0,14423.025636373284
8.0,9.0,1.0,357.6900825982456
8.0,9.0,2.0,94.66053959953165
8.0,10.0,1.0,173.7744288357168
8.0,10.0,2.0,41.78394737487838
8.0,11.0,1.0,27.3506096858228
8.0,11.0,2.0,17.3709557008967
8.0,12.0,1.0,103.94584725104251
8.0,12.0,2.0,31.348838453120994
9.0,1.0,1.0,211.7188308299454
9.0,1.0,2.0,84.38433909751392
9.0,2.0,1.0,66.22640711533639
9.0,2.0,2.0,38.23333399866218
9.0,3.0,1.0,40.33168008026038
9.0,3.0,2.0,26.791586881184855
9.0,4.0,1.0,72.5801834107662
9.0,4.0,2.0,36.781982433389395
9.0,5.0,1.0,14.514792178258825
9.0,5.0,2.0,10.295388485376739
9.0,6.0,1.0,28.117446984238608
9.0,6.0,2.0,10.986500506198889
9.0,7.0,1.0,33.82524687330169
9.0,7.0,2.0,22.76351311552072
9.0,8.0,1.0,30.278559658537986
9.0,8.0,2.0,19.109804544325176
9.0,9.0,1.0,17682.0515499647
9.0,9.0,2.0,7059.759233030441
9.0,10.0,1.0,5.287740606645393
9.0,10.0,2.0,7.666911692186653
9.0,11.0,1.0,2.2457693330172632
9.0,11.0,2.0,3.7201588177415084
9.0,12.0,1.0,4.537956205603931
9.0,12.0,2.0,3.666745412432689
10.0,1.0,1.0,104.64826585036725
10.0,1.0,2.0,43.39133352433233
10.0,2.0,1.0,17.06213442430925
10.0,2.0,2.0,17.106945160872286
10.0,3.0,1.0,10.699453146315816
10.0,3.0,2.0,10.94653443555135
10.0,4.0,1.0,17.3136141008385
10.0,4.0,2.0,12.881597832397816
10.0,5.0,1.0,22.12157382242533
10.0,5.0,2.0,22.981787682388518
10.0,6.0,1.0,7.3457447161938605
10.0,6.0,2.0,6.8010078595743515
10.0,7.0,1.0,26.664893646558237
10.0,7.0,2.0,15.768083266968809
10.0,8.0,1.0,6.007266904322404
10.0,8.0,2.0,8.56963600983599
10.0,9.0,1.0,5.702998488730003
10.0,9.0,2.0,6.1590741023779545
10.0,10.0,1.0,243.72503288104795
10.0,10.0,2.0,239.02895299089366
10.0,11.0,1.0,3.361706307041118
10.0,11.0,2.0,2.448257439795693
10.0,12.0,1.0,1.3928191258258842
10.0,12.0,2.0,1.7371296272777939
11.0,1.0,1.0,120.22407265237696
11.0,1.0,2.0,45.727922022466146
11.0,2.0,1.0,45.01880155556935
11.0,2.0,2.0,20.887372953791814
11.0,3.0,1.0,30.264118141693658
11.0,3.0,2.0,16.01684839072053
11.0,4.0,1.0,52.50973894438142
11.0,4.0,2.0,24.65141442531829
11.0,5.0,1.0,30.378628172086138
11.0,5.0,2.0,15.451870702756302
11.0,6.0,1.0,41.78379619316265
11.0,6.0,2.0,20.229060134663072
11.0,7.0,1.0,39.19521154772115
11.0,7.0,2.0,18.913700875234095
11.0,8.0,1.0,17.120777784537157
11.0,8.0,2.0,6.855229050912392
11.0,9.0,1.0,19.277843097538575
11.0,9.0,2.0,10.3963469128693
11.0,10.0,1.0,13.067110900534752
11.0,10.0,2.0,5.968794601294377
11.0,11.0,1.0,1212.287616045582
11.0,11.0,2.0,724.78635870198
11.0,12.0,1.0,9.62212469847402
11.0,12.0,2.0,4.114452186359995
12.0,1.0,1.0,17375.367484323484
12.0,1.0,2.0,2730.1079419013204
12.0,2.0,1.0,1641.3038029659936
12.0,2.0,2.0,626.7078638169655
12.0,3.0,1.0,1959.8664147651655
12.0,3.0,2.0,737.4755007212328
12.0,4.0,1.0,2984.8801228802563
12.0,4.0,2.0,751.134147580192
12.0,5.0,1.0,333.98310084496495
12.0,5.0,2.0,260.89149557857553
12.0,6.0,1.0,768.1189247373298
12.0,6.0,2.0,266.1493605760742
12.0,7.0,1.0,924.8243598133173
12.0,7.0,2.0,555.0535695964362
12.0,8.0,1.0,937.661173632741
12.0,8.0,2.0,337.9751837723371
12.0,9.0,1.0,555.735667099314
12.0,9.0,2.0,282.6280589227244
12.0,10.0,1.0,184.09607040180632
12.0,10.0,2.0,160.2474449131571
12.0,11.0,1.0,191.22259820836305
12.0,11.0,2.0,122.61055084977254
12.0,12.0,1.0,1444.6106807920721
12.0,12.0,2.0,569.1443197101256
