,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0007984165679058,-0.0008465820845007,-0.0007500817071132,-0.0006879934470902,0.051986071454515,-0.0006542200812588,-0.0007587313457547,-0.0010333753130321,-0.0007593511036445,-0.0006591642606527,-0.0006685906208392,-0.0006863768037652,0.0004370432583302,0.0006902142683583
1,0.52,-0.0008155967723655,-0.0008634048957616,-0.0007669085127578,-0.0007067624724951,0.0521389607622145,-0.0006708599493823,-0.0007732786892729,-0.0010482579695695,-0.0007758818196094,-0.000677908099789,-0.0006843033562441,-0.0007037168832294,0.0004228977859824,0.0006794885599476
2,0.54,-0.0008298720653535,-0.0008775077851534,-0.0007843607272043,-0.0007231968473241,0.0522815486124829,-0.0006861813404064,-0.0007891288595812,-0.0010642046812462,-0.0007933521493441,-0.0006970458476818,-0.0007018120239008,-0.0007192799350202,0.0004068477294132,0.000668374768749
3,0.56,-0.0008466538117505,-0.0008940278341267,-0.0007997478659023,-0.0007406707208211,0.0524153297855147,-0.0007067022582225,-0.0008089484639277,-0.0010781229286631,-0.0008119075212928,-0.0007148551845359,-0.0007212223765926,-0.0007368942473661,0.0003939313706941,0.0006614127447425
4,0.58,-0.0008638256120683,-0.0009108091954259,-0.0008181748153073,-0.0007584255221721,0.0525421609815797,-0.0007223184614795,-0.0008224026963585,-0.0010944455594275,-0.0008302293883205,-0.0007340183410978,-0.000738081744674,-0.0007558489778353,0.0003768267370722,0.0006497475710036
5,0.6,-0.0008814569156014,-0.0009268418698903,-0.0008354639775131,-0.0007762237384052,0.0526626847614677,-0.0007412605364298,-0.0008401974060377,-0.0011093399411417,-0.0008500722796039,-0.000753157447132,-0.000756234410191,-0.0007730744739484,0.0003627334351689,0.0006378567391434
6,0.62,-0.000897556249772,-0.0009427322008773,-0.0008522194629122,-0.0007923464356298,0.0527783358170471,-0.0007595221423638,-0.0008568206653907,-0.001125191108689,-0.0008671029562803,-0.0007718554494359,-0.0007748774007365,-0.0007917753441155,0.0003456606595734,0.0006257276254893
7,0.64,-0.0009162901590234,-0.0009599193353308,-0.0008697427794541,-0.0008107008560048,0.0528914419241566,-0.0007778567448204,-0.0008730495652352,-0.00114094592503,-0.0008854566894431,-0.0007901554728749,-0.000794301458435,-0.0008104140810606,0.0003292465953316,0.0006147446988602
8,0.66,-0.0009318497847587,-0.0009775926102671,-0.0008881782320709,-0.0008292771576135,0.0529993321586478,-0.0007975246114365,-0.0008923638175018,-0.001157172869109,-0.0009043114339824,-0.0008095254164609,-0.0008126219575777,-0.0008283991586977,0.0003136328694779,0.0006015611492709
9,0.6799999999999999,-0.0009503152363522,-0.0009938574744086,-0.0009065656687735,-0.000847666903137,0.0531058397952057,-0.0008152323718788,-0.0009084995748954,-0.0011734194890733,-0.0009242699127876,-0.0008288908136834,-0.0008306668218843,-0.0008471443003916,0.0002971894803929,0.0005891930439195
10,0.7,-0.000967606087979,-0.0010123514208154,-0.0009247098810387,-0.0008658884026682,0.0532100637272191,-0.0008343414465015,-0.000926834594296,-0.0011901503457422,-0.0009425198818251,-0.0008479789085552,-0.0008502389583288,-0.0008662474527878,0.000280669073983,0.0005760345818557
11,0.72,-0.0009843153798937,-0.0010292631224308,-0.0009430719058025,-0.0008843492615346,0.0533130027789519,-0.0008537923277715,-0.0009441441855806,-0.0012072944481225,-0.000962468098812,-0.0008675443893938,-0.0008687344291707,-0.0008852352241724,0.0002645069005453,0.0005630167675051
12,0.74,-0.0010025049461314,-0.001046969882953,-0.000961617561112,-0.0009033364407881,0.0534145499222665,-0.0008725017461406,-0.0009616392981107,-0.0012243100774758,-0.0009815740994536,-0.0008871410853175,-0.0008884565069421,-0.0009047949291334,0.0002464652427054,0.0005486965595259
13,0.76,-0.001020928012255,-0.0010651907098547,-0.0009803653955475,-0.0009227501872314,0.0535162631739506,-0.0008921014341084,-0.000980510998198,-0.0012413240758038,-0.0010015233582774,-0.0009065523703134,-0.0009075885086455,-0.0009242174850881,0.0002297072182377,0.0005339996252511
14,0.78,-0.0010392320638202,-0.0010826511057809,-0.0009989686796975,-0.00094083087014,0.0536146915530203,-0.0009119743214258,-0.0009982917140309,-0.0012586343163728,-0.0010204298272174,-0.00092556183848,-0.0009272706572283,-0.0009431878065555,0.0002118713917074,0.0005210444036372
15,0.8,-0.001057037370717,-0.0011011242409538,-0.0010183886194855,-0.0009604310152029,0.0537135269913229,-0.0009311788947299,-0.0010166295634977,-0.0012762679057738,-0.0010405667309806,-0.0009461309217634,-0.0009469225696551,-0.0009637235914724,0.0001942625083961,0.0005058519985152
16,0.8200000000000001,-0.0010755391681087,-0.0011189973891379,-0.0010364283866255,-0.0009797360532425,0.0538123845301422,-0.0009507624577025,-0.0010348176489826,-0.0012941720639715,-0.0010603980016503,-0.0009657791322428,-0.0009662451806809,-0.0009828465478584,0.0001775599638986,0.0004917981853151
17,0.8400000000000001,-0.0010936805563891,-0.0011367853876274,-0.0010555479242146,-0.0009985712350258,0.0539098691218171,-0.0009706371677112,-0.0010537927122726,-0.00131223130186,-0.0010804015786118,-0.000986215532385,-0.0009867749140899,-0.001002897981045,0.0001601328120629,0.0004771431191231
