,nu_factor,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW,pop_weighted,negishi
0,0.5,-0.0206764219980355,-0.0208868279554312,0.1113624887715652,-0.0197483766853656,-0.0195181185661949,-0.0200515786257387,-0.0205691725069685,-0.0239188359647085,-0.0204086499721673,-0.0203225357506326,-0.0201049068562926,-0.0205746879825706,-0.0198492208886941,-0.0138520374498192
1,0.52,-0.021160282486322,-0.0213768766322993,0.1127190693266423,-0.0202511947098789,-0.0200379890795688,-0.0205717352047296,-0.0210608275593638,-0.0244024105925699,-0.0209399623864755,-0.0208420814143106,-0.0206251802405264,-0.0211032994913925,-0.0203609412531458,-0.0142791802893114
2,0.54,-0.0216335703016991,-0.0218637024752613,0.1139683967757738,-0.0207497687976439,-0.020556142227992,-0.0210850272586314,-0.0215425692900757,-0.0248736861380799,-0.0214600012261783,-0.0213564839683315,-0.021137703351772,-0.0216217520866736,-0.0208673114978879,-0.014701632885753
3,0.56,-0.0221035073930846,-0.0223390030469634,0.1151264111796895,-0.0212399515566194,-0.0210622015049097,-0.0215845846798642,-0.0220215264351558,-0.0253401217522817,-0.0219746975369165,-0.0218632551407071,-0.0216425953294992,-0.0221329680486348,-0.0213631840263455,-0.0151229442500844
4,0.58,-0.0225644099407272,-0.0228111988809708,0.1161982864031722,-0.0217272629785047,-0.0215670604804045,-0.0220826112399332,-0.0224903330891496,-0.0257982164483054,-0.0224792370249033,-0.0223636216300818,-0.0221442344648676,-0.0226398524289864,-0.0218576612782638,-0.01554169597442
5,0.6,-0.0230190791605968,-0.0232773144336693,0.1171881320623236,-0.0222061331444249,-0.0220655766635213,-0.0225763698887347,-0.0229573292058646,-0.0262482910907059,-0.0229832680967047,-0.0228578141026621,-0.0226350857351307,-0.0231399977610111,-0.0223472471447956,-0.0159646082678879
6,0.62,-0.0234713439187836,-0.02374354165702,0.1181071101749995,-0.0226833705109184,-0.0225589343911504,-0.0230661775727946,-0.0234194663674101,-0.026695855515383,-0.0234792305637122,-0.0233474595537269,-0.0231280874893428,-0.0236398495824655,-0.022831697551503,-0.0163816439319973
7,0.64,-0.0239196902223758,-0.0242016108803841,0.1189590962786989,-0.0231562758941724,-0.0230488796938295,-0.0235508190820253,-0.0238764164851015,-0.027139652384449,-0.0239726161849316,-0.0238338269045526,-0.0236143103252682,-0.0241300126319742,-0.0233115514616917,-0.0167976998183253
8,0.66,-0.0243619051107176,-0.0246568734947438,0.1197503471654958,-0.0236261336168387,-0.0235341820501341,-0.0240329215125497,-0.0243310889781411,-0.0275773999571178,-0.024461074930281,-0.0243144042952556,-0.0240954965844717,-0.0246206747938996,-0.0237898486915547,-0.0172153872328075
9,0.6799999999999999,-0.0248033658355334,-0.0251118339750553,0.1204847180971385,-0.0240930021889283,-0.0240150313006941,-0.0245112686297795,-0.0247830924322331,-0.0280139216671246,-0.0249473797825156,-0.0247940042709582,-0.0245771086713276,-0.0251059169090364,-0.0242632697520146,-0.0176303019232908
