origin_code,destination_code,patent flows
1.0,1.0,224888.27694165762
1.0,2.0,16655.63778534597
1.0,3.0,17284.971538872123
1.0,4.0,27809.686432944975
1.0,5.0,7135.556118289317
1.0,6.0,9048.903996097897
1.0,7.0,14895.733836041121
1.0,8.0,11092.86674064777
1.0,9.0,3834.7644137335787
1.0,10.0,5923.001687380655
1.0,11.0,1272.0499684866388
1.0,12.0,1629.56397049146
2.0,1.0,48306.5031621163
2.0,2.0,37742.582390241565
2.0,3.0,16637.088301325446
2.0,4.0,30299.8208248676
2.0,5.0,8776.731399835726
2.0,6.0,12731.317575993658
2.0,7.0,9569.589906536065
2.0,8.0,10234.86118379007
2.0,9.0,7254.323727699174
2.0,10.0,4481.073518719529
2.0,11.0,2000.5540315622618
2.0,12.0,1180.267039013858
3.0,1.0,50126.05036626913
3.0,2.0,9198.840500484852
3.0,3.0,268193.6133508335
3.0,4.0,34322.06392668823
3.0,5.0,1956.9396021432685
3.0,6.0,5249.267570084572
3.0,7.0,1743.1060705265481
3.0,8.0,13687.980499355219
3.0,9.0,1446.6512964796846
3.0,10.0,867.5609969844837
3.0,11.0,195.8263955064784
3.0,12.0,646.7415749529472
4.0,1.0,10979.366628355636
4.0,2.0,2234.4390861846055
4.0,3.0,2135.4982639534187
4.0,4.0,469169.1861033135
4.0,5.0,429.5830081397608
4.0,6.0,948.6773857174176
4.0,7.0,586.1062506051676
4.0,8.0,1375.4420807412416
4.0,9.0,553.1182458426115
4.0,10.0,205.3859895952314
4.0,11.0,193.40049081111056
4.0,12.0,171.91360183671796
5.0,1.0,327.924734990581
5.0,2.0,86.51636008038065
5.0,3.0,69.75361814446416
5.0,4.0,117.47091288675891
5.0,5.0,4003.87191406423
5.0,6.0,65.29769908982537
5.0,7.0,43.45007076591677
5.0,8.0,43.261727627573634
5.0,9.0,20.19957908112867
5.0,10.0,67.16825535910137
5.0,11.0,18.56843033418455
5.0,12.0,11.288621860415667
6.0,1.0,1910.1804954561383
6.0,2.0,287.3185745504382
6.0,3.0,222.55239759054177
6.0,4.0,321.75596069410454
6.0,5.0,113.14481555916105
6.0,6.0,9226.787827881759
6.0,7.0,158.88989323665814
6.0,8.0,134.1794614308409
6.0,9.0,72.40164618580351
6.0,10.0,90.62664629841117
6.0,11.0,85.81582325447611
6.0,12.0,28.33536835566457
7.0,1.0,5167.689794266819
7.0,2.0,956.6376391271792
7.0,3.0,486.33998558511695
7.0,4.0,866.0377392765517
7.0,5.0,233.777993804305
7.0,6.0,466.80478237074584
7.0,7.0,3730.424280921099
7.0,8.0,317.0225477129267
7.0,9.0,151.03317248621116
7.0,10.0,194.05171965952067
7.0,11.0,60.91766352275611
7.0,12.0,64.76661109813732
8.0,1.0,18686.431459931202
8.0,2.0,2665.074758238876
8.0,3.0,4810.036074162304
8.0,4.0,9393.900909000671
8.0,5.0,346.45813509618984
8.0,6.0,678.4057793921911
8.0,7.0,349.7572963767557
8.0,8.0,120989.8294709312
8.0,9.0,413.6574715794327
8.0,10.0,200.49364727483442
8.0,11.0,58.69190639345438
8.0,12.0,131.8196476764167
9.0,1.0,360.5599733452421
9.0,2.0,109.55123619177009
9.0,3.0,65.00319618993572
9.0,4.0,136.7369574722264
9.0,5.0,30.12040587417074
9.0,6.0,70.19726273850495
9.0,7.0,58.22680062443692
9.0,8.0,49.797814884913095
9.0,9.0,26366.462150333256
9.0,10.0,14.183255863098038
9.0,11.0,9.876222826737532
9.0,12.0,11.73821377390245
10.0,1.0,162.8976662470084
10.0,2.0,27.19614958054214
10.0,3.0,15.943474142816244
10.0,4.0,30.715126564468672
10.0,5.0,38.335773510115615
10.0,6.0,26.486911900040102
10.0,7.0,46.159652408994525
10.0,8.0,9.998384047726153
10.0,9.0,6.842949667291772
10.0,10.0,1060.4704055447476
10.0,11.0,3.881606380948486
10.0,12.0,2.667622503303663
11.0,1.0,141.3188296691519
11.0,2.0,52.10716021109624
11.0,3.0,27.8450802704025
11.0,4.0,63.077355402677625
11.0,5.0,38.4422423675646
11.0,6.0,67.45563408013629
11.0,7.0,50.90586670618894
11.0,8.0,19.874241557458525
11.0,9.0,20.33931607773486
11.0,10.0,19.5475784666507
11.0,11.0,1133.7091735844958
11.0,12.0,12.474929213936614
12.0,1.0,21255.133281028146
12.0,2.0,2351.35975017666
12.0,3.0,2439.021385596487
12.0,4.0,9263.214417555022
12.0,5.0,650.0385913161834
12.0,6.0,943.6843832863009
12.0,7.0,1326.650075251062
12.0,8.0,1396.5525139398717
12.0,9.0,772.2060308340965
12.0,10.0,399.76963218707596
12.0,11.0,270.37495400312423
12.0,12.0,1683.1628940430264
