origin_code,destination_code,patent flows
1.0,1.0,232720.9361272147
1.0,2.0,18285.895403413255
1.0,3.0,15904.987624430321
1.0,4.0,33201.2272619389
1.0,5.0,5776.05664677761
1.0,6.0,9583.505412302346
1.0,7.0,15082.458385084341
1.0,8.0,10470.555924673725
1.0,9.0,1552.2897198720905
1.0,10.0,1382.974671527521
1.0,11.0,1285.2254011738148
2.0,1.0,51692.81667882556
2.0,2.0,38212.664367170495
2.0,3.0,16092.513886121182
2.0,4.0,36687.17079986082
2.0,5.0,6832.586655563026
2.0,6.0,10778.781896644026
2.0,7.0,9109.354250205335
2.0,8.0,10232.448507901407
2.0,9.0,3676.1601235182634
2.0,10.0,935.1077967226656
2.0,11.0,894.4443552606945
3.0,1.0,54680.725011879535
3.0,2.0,10669.973595494004
3.0,3.0,244953.7514187716
3.0,4.0,41295.01330432337
3.0,5.0,1426.5210810394788
3.0,6.0,4430.812236697053
3.0,7.0,1494.5804137329283
3.0,8.0,12548.684846079746
3.0,9.0,895.2099037662199
3.0,10.0,290.8579873903803
3.0,11.0,622.2864378025749
4.0,1.0,25852.459806752122
4.0,2.0,5888.616885177191
4.0,3.0,5830.503753266343
4.0,4.0,1223424.831151422
4.0,5.0,1191.824332983956
4.0,6.0,2667.425677114219
4.0,7.0,1451.8389931852794
4.0,8.0,3814.0334842858742
4.0,9.0,857.4078456535124
4.0,10.0,158.01863077648875
4.0,11.0,380.35269180076466
5.0,1.0,343.04881964716105
5.0,2.0,90.44688502329615
5.0,3.0,51.747354656837416
5.0,4.0,133.44846396419675
5.0,5.0,3803.029620790462
5.0,6.0,40.12784250380681
5.0,7.0,76.24685841394987
5.0,8.0,27.280620696353452
5.0,9.0,13.840617715617713
5.0,10.0,22.461147186147183
5.0,11.0,10.78065521771593
6.0,1.0,1415.4455310633944
6.0,2.0,326.57242116226996
6.0,3.0,219.45260265815557
6.0,4.0,307.22324720604047
6.0,5.0,156.28788212798628
6.0,6.0,15508.147045089756
6.0,7.0,167.6688802438833
6.0,8.0,114.13266405917284
6.0,9.0,41.94696014769545
6.0,10.0,27.862026862026863
6.0,11.0,28.119982471665324
7.0,1.0,4667.924675111992
7.0,2.0,754.6895812964148
7.0,3.0,488.84095338726297
7.0,4.0,950.1066695574877
7.0,5.0,204.9211934334728
7.0,6.0,284.87486772028944
7.0,7.0,3663.6000663367104
7.0,8.0,352.57793359733375
7.0,9.0,44.3986349783326
7.0,10.0,42.3174191491916
7.0,11.0,53.216849274088425
8.0,1.0,19686.91118199475
8.0,2.0,3470.1639513156433
8.0,3.0,4673.732586913357
8.0,4.0,13119.617344998405
8.0,5.0,296.65065022685513
8.0,6.0,1835.673181077627
8.0,7.0,384.9206605145924
8.0,8.0,127195.82786956384
8.0,9.0,255.46566773912366
8.0,10.0,64.65173032849502
8.0,11.0,123.66906651369223
9.0,1.0,359.2570839565169
9.0,2.0,123.77141561487599
9.0,3.0,105.73255101368787
9.0,4.0,206.37609252964313
9.0,5.0,55.77986621036824
9.0,6.0,76.62552685714203
9.0,7.0,88.83242031347095
9.0,8.0,82.32103336467023
9.0,9.0,18776.83322161829
9.0,10.0,5.231087211589241
9.0,11.0,8.019288190835159
10.0,1.0,139.91604645354641
10.0,2.0,29.76688692379246
10.0,3.0,17.579774392274395
10.0,4.0,34.870725108225116
10.0,5.0,25.72144105894106
10.0,6.0,29.329094164527408
10.0,7.0,38.81744782994784
10.0,8.0,12.543663281163282
10.0,9.0,5.442370129870129
10.0,10.0,916.562074037074
10.0,11.0,2.933370743650258
11.0,1.0,19356.55903710213
11.0,2.0,2995.252178705886
11.0,3.0,3274.157494388892
11.0,4.0,10581.114939083847
11.0,5.0,673.6206297878446
11.0,6.0,1018.1644935529812
11.0,7.0,1621.181624139558
11.0,8.0,1768.5934524968536
11.0,9.0,493.504934860983
11.0,10.0,151.45542880842126
11.0,11.0,1500.1709152120552
