country_code,output,expenditure,deficit,gdp,labor,rnd_gdp,price_level
1.0,16835309.792105,17064131.150647998,-228821.3585429974,9631174489000.0,184384947.0,0.0254964995384216,1.0
2.0,18189247.953273002,18139842.837746,49405.11552700028,10340552058709.305,375204518.0,0.017205421902176356,0.9747152250860966
3.0,7731499.5378290005,7680185.577583,51313.96024600044,4635982224063.88,86357057.0,0.028467199802398698,1.42252912029835
4.0,2723526.654408,2678822.667314,44703.98709399998,1093997267271.06,853178019.0,0.007496299743652341,0.329520068384278
5.0,957648.736374,968953.059961,-11304.32358700002,599642075029.835,111375254.0,0.010475100278854399,0.404652382391121
6.0,791160.480911,797095.808696,-5935.327784999972,458820417337.807,625784989.0,0.00724129974842072,0.220300729818378
7.0,1190395.8634020002,1161181.485506,29214.377896000165,678412196271.118,20710473.0,0.0174985003471375,0.801514437638823
8.0,989430.552336,964245.7980150001,25184.754320999957,497512659612.052,33552273.0,0.020156700611114502,0.634993497754076
9.0,357589.14408,336012.725373,21576.418706999975,195907128350.934,100982065.0,0.009962300062179569,0.22500572705117797
10.0,758569.4362509999,771248.2109119999,-12678.774661000003,389389647825.542,12568636.0,0.015145299434661901,0.8127271587918289
11.0,1012266.9322449999,1021105.572983,-8838.640738000046,600232874042.927,58224518.0,0.0034409999847412097,0.58927136939877
12.0,309057.111296,297255.861338,11801.24995800003,140001351215.462,135137903.0,0.000676899999380112,0.149877168539884
13.0,3050962.0227260003,3016583.4611609997,34378.561565000564,3483777401689.383,1197987373.0,0.01920242405657772,0.43655333020765597
