origin_code,destination_code,sector,trade
1,1,0,15531910.0
1,1,1,6879372.0
1,2,0,103239.8
1,2,1,174941.2
1,3,0,13390.41
1,3,1,38083.99
1,4,0,4634.474
1,4,1,29557.83
1,5,0,1217.425
1,5,1,12669.07
1,6,0,2022.134
1,6,1,12950.1
1,7,0,241279.0
1,7,1,469640.7
2,1,0,75958.31
2,1,1,305914.2
2,2,0,16984880.0
2,2,1,9145246.0
2,3,0,14716.94
2,3,1,57944.72
2,4,0,9932.175
2,4,1,82663.16
2,5,0,3697.818
2,5,1,23634.32
2,6,0,10063.58
2,6,1,34873.82
2,7,0,499771.8
2,7,1,762482.7
3,1,0,4730.548
3,1,1,108843.9
3,2,0,11325.03
3,2,1,71927.42
3,3,0,4977072.0
3,3,1,3000003.0
3,4,0,2577.517
3,4,1,75782.66
3,5,0,394.588
3,5,1,2904.118
3,6,0,748.758
3,6,1,5105.568
3,7,0,111954.6
3,7,1,259353.2
4,1,0,4975.841
4,1,1,158147.1
4,2,0,11735.77
4,2,1,135264.1
4,3,0,11002.88
4,3,1,81822.66
4,4,0,2937077.0
4,4,1,2963095.0
4,5,0,109.916
4,5,1,5394.027
4,6,0,882.109
4,6,1,10591.12
4,7,0,80820.2
4,7,1,306128.2
5,1,0,2228.394
5,1,1,23102.43
5,2,0,9930.078
5,2,1,19486.56
5,3,0,1380.461
5,3,1,3083.838
5,4,0,4551.025
5,4,1,3685.604
5,5,0,929444.4
5,5,1,568699.5
5,6,0,722.299
5,6,1,3150.876
5,7,0,13102.98
5,7,1,52096.22
6,1,0,1184.166
6,1,1,18783.71
6,2,0,6678.846
6,2,1,24967.89
6,3,0,2352.755
6,3,1,2224.278
6,4,0,9576.699
6,4,1,3740.821
6,5,0,222.719
6,5,1,1636.623
6,6,0,923800.2
6,6,1,528390.8
6,7,0,27279.16
6,7,1,57718.39
7,1,0,373902.2
7,1,1,676066.1
7,2,0,504057.7
7,2,1,448940.8
7,3,0,171292.2
7,3,1,158963.7
7,4,0,92759.34
7,4,1,317391.3
7,5,0,20889.43
7,5,1,27456.59
7,6,0,28983.68
7,6,1,71202.09
7,7,0,11875170.0
7,7,1,5786878.0
