origin_code,destination_code,sectors,patent flows
1.0,1.0,1.0,84410.67174070445
1.0,1.0,2.0,34189.93982328619
1.0,2.0,1.0,6685.391299337146
1.0,2.0,2.0,3830.21405060981
1.0,3.0,1.0,10435.956354918817
1.0,3.0,2.0,5360.367841428146
1.0,4.0,1.0,1492.8118493268178
1.0,4.0,2.0,1054.2061312526614
1.0,5.0,1.0,1485.2658715816935
1.0,5.0,2.0,1010.5740888161944
1.0,6.0,1.0,382.28321655673534
1.0,6.0,2.0,282.1665910683085
1.0,7.0,1.0,8512.614665668929
1.0,7.0,2.0,5238.560205156664
1.0,8.0,1.0,2855.7167258277077
1.0,8.0,2.0,1539.329681384738
1.0,9.0,1.0,319.2206700735687
1.0,9.0,2.0,331.3810122113527
1.0,10.0,1.0,1492.7105209368322
1.0,10.0,2.0,1139.5127904182602
1.0,11.0,1.0,590.8129269616071
1.0,11.0,2.0,752.3954749736912
1.0,12.0,1.0,665.9499253900157
1.0,12.0,2.0,521.3392356442181
2.0,1.0,1.0,17522.921572066178
2.0,1.0,2.0,7096.922538366501
2.0,2.0,1.0,20044.084460615453
2.0,2.0,2.0,6497.802524570151
2.0,3.0,1.0,9695.195564991775
2.0,3.0,2.0,4935.586108518914
2.0,4.0,1.0,1662.037300660056
2.0,4.0,2.0,1065.355416927572
2.0,5.0,1.0,1536.2100264193798
2.0,5.0,2.0,901.1983147843056
2.0,6.0,1.0,402.56702543587215
2.0,6.0,2.0,251.0866996428267
2.0,7.0,1.0,4591.953393979688
2.0,7.0,2.0,3386.2173755164895
2.0,8.0,1.0,2097.6049291693153
2.0,8.0,2.0,1553.0752206171119
2.0,9.0,1.0,948.6736462934391
2.0,9.0,2.0,594.8820455017521
2.0,10.0,1.0,537.2517914780558
2.0,10.0,2.0,673.9633926354478
2.0,11.0,1.0,841.5744570442074
2.0,11.0,2.0,1098.6636810677674
2.0,12.0,1.0,561.4451217220798
2.0,12.0,2.0,354.57540614662867
3.0,1.0,1.0,19636.99676109318
3.0,1.0,2.0,4800.592683671003
3.0,2.0,1.0,4535.730942920883
3.0,2.0,2.0,1717.987696743123
3.0,3.0,1.0,242581.32584930226
3.0,3.0,2.0,86833.32181874565
3.0,4.0,1.0,1385.4387514651844
3.0,4.0,2.0,569.3975592646153
3.0,5.0,1.0,125.21854783724693
3.0,5.0,2.0,93.05202196700408
3.0,6.0,1.0,61.33268568407465
3.0,6.0,2.0,30.924746984690653
3.0,7.0,1.0,1707.6764205273928
3.0,7.0,2.0,1049.1108283085498
3.0,8.0,1.0,4362.781022800219
3.0,8.0,2.0,1237.4144058602394
3.0,9.0,1.0,32.21811219521829
3.0,9.0,2.0,64.64044191847371
3.0,10.0,1.0,48.3885289422795
3.0,10.0,2.0,72.26241129718402
3.0,11.0,1.0,32.83528948488618
3.0,11.0,2.0,48.397122252107145
3.0,12.0,1.0,115.33456379952891
3.0,12.0,2.0,66.69574219605778
4.0,1.0,1.0,75.22975876252652
4.0,1.0,2.0,24.836407684244865
4.0,2.0,1.0,15.7919013799769
4.0,2.0,2.0,5.408236191670802
4.0,3.0,1.0,22.203463836362143
4.0,3.0,2.0,9.171043269380657
4.0,4.0,1.0,5984.907036179285
4.0,4.0,2.0,2712.7959702047124
4.0,5.0,1.0,4.709009620524454
4.0,5.0,2.0,2.2250351697560338
4.0,6.0,1.0,7.064150472346461
4.0,6.0,2.0,3.2412010491645575
4.0,7.0,1.0,15.553364379100111
4.0,7.0,2.0,5.6323292253291894
4.0,8.0,1.0,6.9868517080633294
4.0,8.0,2.0,2.669520292044369
4.0,9.0,1.0,3.356830528962965
4.0,9.0,2.0,1.844728264111643
4.0,10.0,1.0,1.6626157723924717
4.0,10.0,2.0,0.275491490714791
4.0,11.0,1.0,0.9238751551312863
4.0,11.0,2.0,0.4220363407802097
4.0,12.0,1.0,2.8353791598543396
4.0,12.0,2.0,1.1644572980775727
5.0,1.0,1.0,63.176989817702804
5.0,1.0,2.0,18.35994233322039
5.0,2.0,1.0,19.82547103432055
5.0,2.0,2.0,5.416354229889144
5.0,3.0,1.0,14.928992718682968
5.0,3.0,2.0,5.2081329484948675
5.0,4.0,1.0,5.495770329824346
5.0,4.0,2.0,2.5031127368740456
5.0,5.0,1.0,1365.4360844453379
5.0,5.0,2.0,823.1932416575337
5.0,6.0,1.0,0.3066025928187223
5.0,6.0,2.0,0.1841284320151355
5.0,7.0,1.0,20.468827791237786
5.0,7.0,2.0,7.392575031246618
5.0,8.0,1.0,3.1789908121194244
5.0,8.0,2.0,1.570441245168004
5.0,9.0,1.0,1.0158379490731742
5.0,9.0,2.0,0.4392389334230629
5.0,10.0,1.0,8.234191375134593
5.0,10.0,2.0,3.656040067952223
5.0,11.0,1.0,1.3035487635073666
5.0,11.0,2.0,1.7629512861782919
5.0,12.0,1.0,1.7043223431666832
5.0,12.0,2.0,0.7089951839107055
6.0,1.0,1.0,8.462008151678356
6.0,1.0,2.0,11.381505140943053
6.0,2.0,1.0,4.476701987510505
6.0,2.0,2.0,6.133368175793184
6.0,3.0,1.0,1.4970630308103712
6.0,3.0,2.0,2.373613965413469
6.0,4.0,1.0,1.1450946997030982
6.0,4.0,2.0,1.411146172714245
6.0,5.0,1.0,0.4799244171209785
6.0,5.0,2.0,1.9746928739127212
6.0,6.0,1.0,643.6938130780135
6.0,6.0,2.0,1376.920387691487
6.0,7.0,1.0,2.3705540732343344
6.0,7.0,2.0,3.719170542037124
6.0,8.0,1.0,0.7750041779889667
6.0,8.0,2.0,0.9571226405542604
6.0,9.0,1.0,0.04900454371327493
6.0,9.0,2.0,0.05234765281685064
6.0,10.0,1.0,0.08434698874092517
6.0,10.0,2.0,0.5764139875912102
6.0,11.0,1.0,1.1789814166862533
6.0,11.0,2.0,2.390458962124498
6.0,12.0,1.0,0.30812493499665133
6.0,12.0,2.0,0.35403599615519527
7.0,1.0,1.0,1922.1469855157582
7.0,1.0,2.0,490.55812673147335
7.0,2.0,1.0,237.9426549400808
7.0,2.0,2.0,123.278424641568
7.0,3.0,1.0,245.22614762433423
7.0,3.0,2.0,131.45762280408152
7.0,4.0,1.0,60.21168048916845
7.0,4.0,2.0,40.16833555489757
7.0,5.0,1.0,57.34232747862861
7.0,5.0,2.0,32.0647180157597
7.0,6.0,1.0,15.268092114074376
7.0,6.0,2.0,9.759190152452382
7.0,7.0,1.0,1859.0213186233693
7.0,7.0,2.0,571.0780168122628
7.0,8.0,1.0,51.781003123992946
7.0,8.0,2.0,41.44511993421077
7.0,9.0,1.0,17.987981123946586
7.0,9.0,2.0,18.717325892061258
7.0,10.0,1.0,55.01429732599536
7.0,10.0,2.0,30.32194961041804
7.0,11.0,1.0,30.727776602767804
7.0,11.0,2.0,33.19489109877528
7.0,12.0,1.0,41.6207331205453
7.0,12.0,2.0,21.993057528620692
8.0,1.0,1.0,1203.5050489138314
8.0,1.0,2.0,172.68426588576833
8.0,2.0,1.0,201.01534121556506
8.0,2.0,2.0,43.07579612540297
8.0,3.0,1.0,855.2380675041737
8.0,3.0,2.0,126.0738863812622
8.0,4.0,1.0,279.48622306349483
8.0,4.0,2.0,46.83066080164928
8.0,5.0,1.0,14.35579890955178
8.0,5.0,2.0,9.402768433145468
8.0,6.0,1.0,26.440830279682796
8.0,6.0,2.0,5.456686334517976
8.0,7.0,1.0,63.23519493642751
8.0,7.0,2.0,20.751733372290555
8.0,8.0,1.0,12547.96860372439
8.0,8.0,2.0,2124.399903273324
8.0,9.0,1.0,25.010102341868233
8.0,9.0,2.0,7.336771964381074
8.0,10.0,1.0,4.433889792267828
8.0,10.0,2.0,4.109822155403475
8.0,11.0,1.0,1.9664810419958905
8.0,11.0,2.0,2.733319776738752
8.0,12.0,1.0,6.487970470234688
8.0,12.0,2.0,2.5670115834467158
9.0,1.0,1.0,83.85473656513565
9.0,1.0,2.0,41.61824898689032
9.0,2.0,1.0,33.36037045005862
9.0,2.0,2.0,15.963496893994732
9.0,3.0,1.0,24.550195954948848
9.0,3.0,2.0,14.039677666334741
9.0,4.0,1.0,10.806974230228557
9.0,4.0,2.0,8.629804205929863
9.0,5.0,1.0,4.3183717016274725
9.0,5.0,2.0,4.237197804645359
9.0,6.0,1.0,1.6847553271653428
9.0,6.0,2.0,0.7688997970039472
9.0,7.0,1.0,24.57047217838282
9.0,7.0,2.0,14.851385533148806
9.0,8.0,1.0,11.490507520475765
9.0,8.0,2.0,5.93564986025491
9.0,9.0,1.0,4618.5482287970235
9.0,9.0,2.0,1510.8092394814903
9.0,10.0,1.0,0.3312998087337301
9.0,10.0,2.0,1.2484183616760192
9.0,11.0,1.0,0.7101112997842206
9.0,11.0,2.0,0.7851878455149245
9.0,12.0,1.0,5.495986446711167
9.0,12.0,2.0,2.591183987265872
10.0,1.0,1.0,37.24430048114226
10.0,1.0,2.0,11.137820660302246
10.0,2.0,1.0,4.21939584272051
10.0,2.0,2.0,1.2841888082470871
10.0,3.0,1.0,4.0130640913213895
10.0,3.0,2.0,1.2467002619723755
10.0,4.0,1.0,0.460488759679948
10.0,4.0,2.0,0.09399551191323663
10.0,5.0,1.0,4.385787739858611
10.0,5.0,2.0,2.1906516051101446
10.0,6.0,1.0,0.3366722952723733
10.0,6.0,2.0,0.15405872956148464
10.0,7.0,1.0,11.981008505337707
10.0,7.0,2.0,3.6144593601301573
