country_code,country,fee
1,USA,15237.443159118357
2,EUR,35686.82099880163
3,JAP,27332.464793092386
4,CHN,16808.65392169052
5,BRA,25294.61960188578
6,IND,13699.244774862585
7,ROW,111768.88187792832
