delt,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,MEX,ZAF,ROW
0.09999999999999949,1.008212463754224,1.0079036602504015,0.9574256378138689,1.005300691931022,1.0063460178688088,1.0064725144331101,1.0064907904386866,1.0081587984609715,1.0064982644053817,1.0059782989768133,1.0063853592229282,1.0065961810756598
0.10427538888537667,1.008105566908365,1.0077899246392197,0.9579081920543606,1.0052319533032663,1.0062535959580723,1.0063782306144797,1.0063960687618758,1.0080412380003372,1.0064036685216122,1.0058914906355212,1.006292421298422,1.0065001541234058
0.10873356727196466,1.0079962227222994,1.0076735435360331,0.9584043187430081,1.0051616499190101,1.0061591030606154,1.0062818691914093,1.0062992540171198,1.0079209397155897,1.0063070130593457,1.005802636755555,1.0061973776259,1.006401933330617
0.11338235012178494,1.0078844719894149,1.0075545327347046,0.9589132949610982,1.0050897726549355,1.0060625218476194,1.0061832526242775,1.0062001915760315,1.0077979165080941,1.0062081417513347,1.005711819531776,1.006100139616713,1.0063015073631294
0.11822988651687058,1.0077703634574002,1.0074328986245202,0.959437876533822,1.0050164882929278,1.005963729926524,1.0060824543260143,1.0060990238359173,1.0076721743603079,1.0061070784613826,1.005618969641887,1.0060008482223468,1.006198897631806
0.12328467394420661,1.007653746819274,1.007308646539343,0.9599736395212182,1.0049413850984186,1.0058629488948385,1.0059795684377177,1.0059957041241812,1.007543728237479,1.0060038419037263,1.0055241181407628,1.0058993989182574,1.0060940856712424
0.12855557319139013,1.0075348938404323,1.007181813680246,0.9605226380899041,1.004864781745171,1.005759989847589,1.0058746171447808,1.005890244446587,1.0074126062931397,1.0058985066095134,1.0054272778120776,1.00579586596199,1.005987120455805
0.13405182387914666,1.007413641047784,1.0070524269352135,0.9610844516481273,1.0047867542885494,1.0056550801391655,1.005767512384141,1.0057827099885055,1.0072788458977988,1.005791089848736,1.0053285010665902,1.005690235404558,1.0058780002827612
0.13978306065792115,1.0072901273645676,1.006920521802243,0.9616615115549718,1.0047070851143671,1.0055480001426658,1.005658368870874,1.0056731016761904,1.0071424668673286,1.0056815617119648,1.0052278262874212,1.0055825879898732,1.0057668114408163
0.14575933009692899,1.007164281570765,1.0067861251416863,0.9622511437603943,1.0046261616134056,1.0054390077288238,1.0055471487261838,1.005561535984741,1.0070035099886365,1.0055700129629472,1.0051251715032654,1.005472932934597,1.0056535196997112
0.15199110829529303,1.007036261622548,1.0066492911482308,0.9628541043772451,1.0045436007309863,1.005328061996757,1.005433990869311,1.0054478841727312,1.0068620209358699,1.0054563887767285,1.005020728152859,1.005361298962249,1.005538219835734
0.15848931924611087,1.0069042617664035,1.0065099281674321,0.9634769760929879,1.0044583554642978,1.0052150001461229,1.0053186634478086,1.0053321624381737,1.0067179381617812,1.005340782238783,1.0049143790844868,1.005247646352341,1.0054207840700689
0.16526535398566833,1.00677005404402,1.00636824330788,0.9641128848624465,1.0043717648767039,1.0051001620988214,1.0052015053222458,1.0052145224224835,1.00657143432136,1.0052231973442427,1.0048062197558034,1.0051320850145375,1.0053013847915466
0.17233109056135051,1.0066336567738194,1.0062243041630992,0.9647645421801442,1.0042837493268606,1.0049834756648595,1.0050824836505088,1.0050951150200658,1.006422593031745,1.0051037739553035,1.0046963311504071,1.0050146913055589,1.0051801260517264
0.17969891485325842,1.006493465936455,1.0060779853164747,0.9654341726722495,1.0041931440803726,1.004864885249758,1.0049614982155866,1.004973729323936,1.0062713015427702,1.0049823690577817,1.0045846415297506,1.0048953504464726,1.0050569215567913
0.18738174228603843,1.0063507508396201,1.005929539922584,0.966118865264093,1.0041010112138091,1.004744587816291,1.0048387832629084,1.0048505769645542,1.00611781380284,1.0048592423103102,1.0044713750871752,1.00477431505974,1.0049319021607241
0.19539304046896086,1.0062061848852937,1.0057791166981955,0.9668160837986092,1.0040075828588586,1.0046227088700979,1.0047144879902983,1.0047258371914305,1.0059622619562683,1.004734544284287,1.0043565723190255,1.0046517663662249,1.0048053047841936
0.20374685280397042,1.0060580974527167,1.0056266123847584,0.9675344156196973,1.003911871585844,1.004499211866291,1.0045884893468355,1.0045994292145872,1.0058045523939059,1.0046080392841499,1.0042402820162077,1.0045274263060304,1.0046769356369785
0.21245782310305655,1.0059061448691808,1.0054721267310027,0.9682730994777965,1.003813555021999,1.0043740857389263,1.004460865249011,1.0044713450189802,1.0056448085307952,1.0044799726675473,1.0041224297427984,1.0044015768344015,1.0045468887946025
0.22154122125811765,1.0057514851507317,1.0053158753502256,0.9690280039747867,1.0037135361332028,1.0042475179142016,1.0043318097599854,1.0043418490960239,1.0054832469409158,1.004350462990363,1.0040032885806918,1.004274253450818,1.004415425728462
0.23101297000831592,1.0055917702009127,1.0051577346242184,0.9698071251231799,1.003610119531566,1.004119514514165,1.0042011525286179,1.00421074035293,1.0053197230801765,1.0042193953861775,1.0038827278617666,1.0041454711601394,1.0042823757715038
0.24088967285182977,1.0054284396360738,1.0049980485263865,0.9706067400722989,1.0035043342446919,1.0039902480902358,1.004069310199006,1.0040784460945391,1.0051546130059565,1.0040870320083266,1.003761029970117,1.0040154444256557,1.004148053850424
0.251188643150957,1.0052632206909564,1.0048372180312968,0.971420003975275,1.003397308823422,1.0038600817277268,1.0039365639625863,1.003945277783777,1.0049883122533922,1.0039537992818002,1.0036385370674124,1.0038844580447104,1.004012813520552
0.26192793448156193,1.005095754368956,1.0046753414326193,0.9722507352941255,1.003288766869322,1.0037292063746204,1.003802962107187,1.0038112561989248,1.0048209182017507,1.0038197876768664,1.0035153223430036,1.0037527351077156,1.0038767211628097
