delt,growth,USA,EUR,JAP,CHN,BRA,IND,CAN,KOR,RUS,AUS,MEX,ROW
0.09999999999999963,0.016816418189158234,1.0013001096468934,1.0017897956849513,1.0017932449125084,1.001341762023773,1.0012642150149988,1.0013305251190052,1.001486759419838,1.0017913749377054,0.8900102541310133,1.001290445719853,1.0013280033874898,1.001586749069717
0.10427538888537666,0.016814198698706147,1.0012625412736924,1.00173467818458,1.0017366426843368,1.0013009136690816,1.0012258960165683,1.0012899356650387,1.0014408080386739,1.0017350996984737,0.8932160076250887,1.0012510487919462,1.0012877978998813,1.0015379044916806
0.1087335672719651,0.01681199518498305,1.001225314012779,1.0016800168492,1.0016805511131575,1.0012603713891055,1.001187854687777,1.0012496582312158,1.0013952257213046,1.0016792852106382,0.8964110775733539,1.0012119512842703,1.0012478857872298,1.001489449048766
0.11338235012178474,0.01680980914732947,1.0011884536453686,1.0016258498979205,1.0016250101289004,1.0012201630025779,1.0011501169616492,1.0012097200044487,1.0013500444284873,1.0016239712079853,0.8995923932929315,1.0011731798990007,1.0012082941604765,1.001441416232362
0.11822988651687047,0.016807642045913552,1.0011519851027262,1.0015722144165158,1.0015700583838534,1.0011803155802073,1.001112708092635,1.0011701473957182,1.001305295210771,1.0015691962847906,0.902756890366677,1.0011347605979404,1.0011690494090149,1.0013938385733245
0.12328467394420652,0.016805496014517567,1.001115715645763,1.001519148453609,1.0015157355429023,1.0011408640277597,1.001075664589532,1.001130976416069,1.0012610187650806,1.0015149121494658,0.9059066753620819,1.0010967291288675,1.0011301875697818,1.0013467560848104
0.1285555731913899,0.016803375250851998,1.0010790345517995,1.0014667083453481,1.0014620998122943,1.0011018719258005,1.0010390577328347,1.0010922752454492,1.0012172890927686,1.0014609568481676,0.9090533484907284,1.0010591536477935,1.001091776828886,1.0013002392866626
0.13405182387914702,0.016801278671699622,1.0010428350111304,1.0014149283086295,1.0014091856955902,1.0010633372975168,1.001002870261995,1.0010540340299396,1.0011741002706187,1.001407743369283,0.9121729144515356,1.0010220233026228,1.0010538074681636,1.0012542929213228
0.13978306065792084,0.01679920752300562,1.0010071381966261,1.001363839407103,1.0013570251600894,1.0010252831589546,1.0009671237221767,1.0010162750334326,1.0011314784546064,1.0013553036791036,0.9152624380560939,1.0009853600584744,1.0010163019570841,1.0012089443760337
0.1457593300969294,0.016797162999775746,1.0009719642285668,1.0013134712508391,1.0013056485507739,1.0009877315545748,1.0009318387749955,1.0009790195408117,1.0010894486188877,1.0013036680718899,0.9183190441191469,1.000949184929409,1.000979281833668,1.0011642198043018
0.151991108295293,0.016795146244722198,1.0009373321523378,1.001263851958086,1.001255084549294,1.000950703530902,1.0008970351746405,1.0009422878360699,1.0010480345230537,1.0012528651291082,0.9213399274447864,1.0009135179547166,1.0009427676805795,1.0011201440942377
0.15848931924611095,0.016793158347090033,1.0009032599200054,1.0012150081225126,1.001205360139225,1.0009142191136295,1.0008627317471057,1.0009060991838874,1.0010072586837728,1.001202921685095,0.9243223625933404,1.000878378178646,1.0009067791045336,1.0010767408414099
0.1652653539856689,0.016791200341655856,1.0008697643756148,1.001166964785802,1.0011565005774998,1.0008782972880677,1.000828946372419,1.000870471814606,1.0009671423507602,1.0011538627990737,0.927263713363571,1.0008437836334239,1.0008713347188667,1.0010340323260905
0.1723310905613506,0.016789273207884647,1.0008368612439922,1.001119745415316,1.001108529371722,1.0008429559826781,1.0007956959696103,1.0008354229122254,1.0009277054867864,1.0011057117332816,0.9301614419254407,1.0008097513253253,1.0008364521289814,1.0009920394945706
0.17969891485325915,0.01678737786923629,1.0008045651228532,1.0010733718867035,1.0010614682632228,1.000808212055559,1.0007629964843037,1.0008009686052997,1.0008889667516376,1.001058489937017,0.9330131175403453,1.0007762972236298,1.0008021479205464,1.000950781944422
0.18738174228603793,0.016785515192607008,1.0007728894780104,1.0010278644710726,1.0010153372155788,1.0007740812836685,1.0007308628786773,1.0007671239604137,1.0008509434897412,1.0010122170363105,0.9358164248077727,1.0007434362522123,1.0007684376501376,1.0009102779133878
0.19539304046896064,0.016783690003618235,1.0007394195079933,1.0009822605208802,1.0009700771981391,1.000740584162636,1.0006993997057274,1.0007339414517842,1.000813667989497,1.0009668591792882,0.9386644628755978,1.0007112521762602,1.0007353684705371,1.0008705422703106
0.20374685280397034,0.016781904620328705,1.000706383058867,1.0009376024562913,1.000925876763497,1.0007078204560085,1.00066862633523,1.0007014930069025,1.0007772352998876,1.000922581002217,0.9414658891315388,1.0006797832482102,1.000703017179641,1.0008316971255247
0.21245782310305655,0.01678015929778094,1.0006741176712022,1.0008940407175442,1.0008827622601693,1.000675803573936,1.0006385442471506,1.0006697870738872,1.0007416581927822,1.0008794048889222,0.9442058299379874,1.000649033452573,1.0006713936151674,1.000793758697828
0.22154122125811804,0.01677845444378987,1.0006426296666715,1.0008515823266488,1.0008407412659284,1.0006445407497822,1.000609160523493,1.0006388302327685,1.0007069442208092,1.0008373379044204,0.9468826652252711,1.0006190095014131,1.0006405050341323,1.0007567348475377
0.23101297000831567,0.016776789144831827,1.0006120080281324,1.0008102099420373,1.000799796761348,1.0006140168194115,1.0005804595067556,1.000608606638217,1.000673075652215,1.0007963622073153,0.9494945786541822,1.0005896956890519,1.0006103359750331,1.000720607764933
0.24088967285183024,0.016775164617119746,1.0005821898934943,1.00076994384706,1.0007599496954767,1.0005842523902175,1.0005524621947988,1.0005791363317698,1.0006400751169182,1.0007564984130382,0.9520405541951946,1.0005611123244802,1.0005809074342984,1.0006854004467634
