country_code,country,fee
1,USA,14270.639118954832
2,EUR,30617.793825004122
3,JAP,25598.240939809246
4,CHN,15742.15776800504
5,BRA,23689.69545745225
6,IND,12830.038238226518
7,ROW,104677.23235144744
