country_code,country,fee
1,USA,18545.622834107824
2,EUR,32862.19725603697
3,JAP,33266.577462235575
4,CHN,20457.956937097864
5,BRA,30786.298591577284
6,IND,16673.468380073282
7,ROW,136034.8653151558
