country_code,country,fee
1,USA,14245.045550205989
2,EUR,29912.004172103665
3,JAP,25552.331970079067
4,CHN,15713.925115372447
5,BRA,23647.209354042618
6,IND,12807.028304125937
7,ROW,104489.49976846404
