country_code,country,fee
1,USA,21281.887903783114
2,EUR,45297.53783771725
3,JAP,38174.80700576718
4,CHN,23476.37230468264
5,BRA,35328.58192248807
6,IND,19133.51135230624
7,ROW,156105.77118601542
