,T_pat_CHN,delta_opti_USA,delta_opti_EUR,delta_opti_JAP,delta_opti_CHN,delta_opti_BRA,delta_opti_IND,delta_opti_CAN,delta_opti_KOR,delta_opti_RUS,delta_opti_MEX,delta_opti_ZAF,delta_opti_ROW
167,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
168,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
169,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
170,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
171,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
172,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
173,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
174,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
175,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
176,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
177,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
178,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
179,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
180,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
181,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
182,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
183,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
184,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
185,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
186,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
187,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
188,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
189,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
190,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
191,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
192,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
193,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
194,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
195,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
196,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
197,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
198,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
199,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
200,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
201,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
202,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
203,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
204,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
205,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
206,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
207,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
208,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
209,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
210,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
211,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
212,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
213,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
214,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
215,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
216,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
217,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
218,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
219,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
220,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
221,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
222,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
223,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
224,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
225,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
226,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
227,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
228,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
229,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
230,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
231,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
232,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
233,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
234,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
235,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
236,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
237,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
238,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
239,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
240,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
241,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
242,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
243,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
244,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
245,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
246,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
247,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
248,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
249,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
250,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
251,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
252,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
253,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
254,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
255,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
256,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
257,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
258,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
259,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
260,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
261,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
262,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
263,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
264,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
265,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
266,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
267,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
268,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
269,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
270,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
271,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
272,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
273,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
274,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
275,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
276,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
277,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
278,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
279,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
280,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
281,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
282,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
283,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
284,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
285,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
286,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
287,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
288,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
289,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
290,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
291,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
292,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
293,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
294,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
295,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
296,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
297,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
298,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
299,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
300,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
301,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
302,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
303,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
304,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
305,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
306,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
307,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
308,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
309,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
310,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
311,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
312,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
313,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
314,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
315,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
316,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
317,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
318,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
319,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
320,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
321,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
322,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
323,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
324,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
325,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
326,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
327,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
328,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
329,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
330,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
331,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
332,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
333,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
