,T_pat_CHN,delta_opti_USA,delta_opti_EUR,delta_opti_JAP,delta_opti_CHN,delta_opti_BRA,delta_opti_IND,delta_opti_CAN,delta_opti_KOR,delta_opti_RUS,delta_opti_MEX,delta_opti_ZAF,delta_opti_ROW
59,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
60,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
61,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
62,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
63,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
64,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
65,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
66,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
67,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
68,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
69,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
70,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
71,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
72,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
73,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
74,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
75,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
76,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
77,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
78,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
79,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
80,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
81,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
82,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
83,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
84,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
85,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
86,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
87,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
88,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
89,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
90,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
91,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
92,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
93,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
94,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
95,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
96,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
97,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
98,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
99,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
100,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
101,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
102,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
103,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
104,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
105,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
106,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
107,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
108,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
109,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
110,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
111,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
112,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
113,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
114,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
115,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
116,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
117,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
118,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
119,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
120,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
121,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
122,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
123,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
124,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
125,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
126,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
127,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
128,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
129,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
130,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
131,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
132,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
133,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
134,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
135,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
136,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
137,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
138,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
139,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
140,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
141,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
142,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
143,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
144,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
145,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
146,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
147,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
148,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
149,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
150,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
151,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
152,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
153,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
154,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
155,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
156,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
157,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
158,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
159,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
160,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
161,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
162,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
163,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
164,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
165,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
166,336949547.75742567,0.01,0.01,0.01,0.1457373024314926,0.5616657964746831,12.0,0.01,0.01,0.27768715884052053,0.21470466900919952,0.2277181386923097,12.0
