country_code,country,fee
1,USA,15228.002709724722
2,EUR,85513.28702822463
3,JAP,27315.530800427867
4,CHN,16798.24001923551
5,BRA,25278.948168444538
6,IND,13690.75732551314
7,ROW,111699.63479610931
