origin_code,destination_code,sector,value
1.0,1.0,0,11285375.355308
1.0,1.0,1,5929800.01228
1.0,2.0,0,109273.084982
1.0,2.0,1,178742.140262
1.0,3.0,0,44671.200231
1.0,3.0,1,61400.867036999996
1.0,4.0,0,10961.704341
1.0,4.0,1,17817.441059
1.0,5.0,0,7607.6777409999995
1.0,5.0,1,13697.342985
1.0,6.0,0,3111.839303
1.0,6.0,1,3367.8722820000003
1.0,7.0,0,156253.709107
1.0,7.0,1,333722.933074
2.0,1.0,0,117486.23976299999
2.0,1.0,1,246920.57139
2.0,2.0,0,10203232.547436
2.0,2.0,1,5934856.886605
2.0,3.0,0,29475.759724000003
2.0,3.0,1,49590.738455
2.0,4.0,0,9396.741721
2.0,4.0,1,28080.716221
2.0,5.0,0,7679.521522000001
2.0,5.0,1,16762.058334
2.0,6.0,0,5617.354535
2.0,6.0,1,9790.545497
2.0,7.0,0,119318.870846
2.0,7.0,1,212308.947957
3.0,1.0,0,29151.430229
3.0,1.0,1,125597.76275600001
3.0,2.0,0,22546.212310000003
3.0,2.0,1,72661.168241
3.0,3.0,0,4869443.443968
3.0,3.0,1,3044798.984295
3.0,4.0,0,9111.384386
3.0,4.0,1,29777.819517
3.0,5.0,0,882.324466
3.0,5.0,1,2922.170928
3.0,6.0,0,1172.537064
3.0,6.0,1,4424.881112
3.0,7.0,0,37125.819914
3.0,7.0,1,118493.62453
4.0,1.0,0,9088.354352
4.0,1.0,1,63321.898278
4.0,2.0,0,9704.319544
4.0,2.0,1,39730.57595499999
4.0,3.0,0,9745.014066
4.0,3.0,1,36426.652792
4.0,4.0,0,1349098.6551430002
4.0,4.0,1,1466797.417952
4.0,5.0,0,242.81713000000002
4.0,5.0,1,1137.029723
4.0,6.0,0,455.69283199999995
4.0,6.0,1,1310.880572
4.0,7.0,0,20096.190783
4.0,7.0,1,44486.714254000006
5.0,1.0,0,3890.715179
5.0,1.0,1,14825.125969
5.0,2.0,0,6711.161668
5.0,2.0,1,11597.093935
5.0,3.0,0,1470.600241
5.0,3.0,1,1860.046018
5.0,4.0,0,794.206578
5.0,4.0,1,594.0516359999999
5.0,5.0,0,648293.181892
5.0,5.0,1,425339.065786
5.0,6.0,0,70.642241
5.0,6.0,1,210.477662
5.0,7.0,0,4844.022468
5.0,7.0,1,13327.874558
6.0,1.0,0,2779.244999
6.0,1.0,1,14020.471614999999
6.0,2.0,0,3591.390431
6.0,2.0,1,10381.227088
6.0,3.0,0,939.2363829999999
6.0,3.0,1,3230.7802300000003
6.0,4.0,0,598.77947
6.0,4.0,1,941.791512
6.0,5.0,0,161.245409
6.0,5.0,1,632.748678
6.0,6.0,0,496653.89835499995
6.0,6.0,1,283796.004685
6.0,7.0,0,3057.75332
6.0,7.0,1,10747.98289
7.0,1.0,0,204428.38217
7.0,1.0,1,425952.51586399996
7.0,2.0,0,172109.340881
7.0,2.0,1,182755.504865
7.0,3.0,0,73295.085654
7.0,3.0,1,77972.103623
7.0,4.0,0,28930.321036999998
7.0,4.0,1,48700.032505
7.0,5.0,0,9331.129429
7.0,5.0,1,12382.104093999998
7.0,6.0,0,10303.88825
7.0,6.0,1,10262.822993
7.0,7.0,0,4999357.897020999
7.0,7.0,1,2625305.714017
