,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,ERDUS_target,kappa,gamma,rho,zeta
0,-50,-0.0007724940385884366,-0.0015021480970638795,-0.0014333339436071318,-0.0007456641702398986,-0.0014732578982618733,-0.0014889255017178082,-0.001219733486673355,-0.0031544908551967704,-0.0012897961663774216,-0.0014725472356487412,
1,-40,-0.0009198375011988669,-0.0014959053271406536,-0.001443757723833608,-0.0008819444573902185,-0.0014722119982298401,-0.0014809512217935777,-0.001230736318193898,-0.0026587367889914504,-0.001340752307753268,-0.0014721507125396022,
2,-30,-0.0010722570511934038,-0.0014897207358623155,-0.0014529615274875424,-0.0010222248311157062,-0.0014712668187385688,-0.0014760343330325054,-0.0013068310336598193,-0.002304453991612207,-0.0013840912556087326,-0.0014733690674291477,
3,-20,-0.001200494143448541,-0.0014830843143152916,-0.001459924679598698,-0.0011622320473202857,-0.00147181028627031,-0.001444546901722965,-0.0013884105198085084,-0.0019906565732405457,-0.0014184659747448064,-0.0014708807106102867,
4,-10,-0.0013358092593909743,-0.0014754871669932917,-0.0014665171701403606,-0.0013171139911751645,-0.0014705004752164214,-0.001458959805767518,-0.001361329616883164,-0.0017191927747173957,-0.001446307358774282,-0.0014713254420595234,
5,0,-0.0014724223016408106,-0.0014724223016408106,-0.0014724223016408106,-0.0014724223016408106,-0.0014724223016408106,-0.0014723260031063862,-0.0014458071284223495,-0.0014724223016408106,-0.0014724223016408106,-0.0014722391784439959,
6,10,-0.0016050154057135196,-0.0014660340795027288,-0.0014806070991607578,-0.001635751790656989,-0.001472391713203819,-0.0014841526094887952,-0.0014540883856193482,-0.0012515725049965648,-0.0014938270014207972,-0.0014716708969866876,-0.0015400135892483513
7,20,-0.001736283257750687,-0.0014626404413711075,-0.0014835370637882733,-0.0018152337596749613,-0.0014698474360769903,-0.0014946785355744036,-0.0014655603817397694,-0.0010449735637095559,-0.0015137952778840336,-0.0014730647373790984,
8,30,-0.0018654970024140766,-0.0014580219136806072,-0.0014892498441141516,-0.002014931387917321,-0.0014746615636652277,-0.0015039896774655948,-0.0014742588277400631,-0.0008749180753067631,-0.0015302711078964831,-0.0014733865558475001,
9,40,-0.00199276316217821,-0.0014553435980352997,-0.001491991670995313,-0.0022175299976522067,-0.0014750826126549987,-0.0015124160948135068,-0.0014780497706042006,-0.0007126956103192805,-0.0015447962159752943,-0.0014733321360940743,
10,50,-0.0021248718180273685,-0.0014496045568530846,-0.00149335711103378,-0.0024349501044074184,-0.001477614780094269,-0.0014854475765518904,-0.0014900419891335226,-0.0005698112764858376,-0.0015577107712910765,-0.0014764416799342012,
11,-100,,,,,,,,,,,-0.0005925973135634949
12,-94,,,,,,,,,,,-0.0006553556826563445
13,-88,,,,,,,,,,,-0.0007175984621788506
14,-82,,,,,,,,,,,-0.0007785030045046049
15,-76,,,,,,,,,,,-0.0008390268610877077
16,-69,,,,,,,,,,,-0.0008985348688539396
17,-63,,,,,,,,,,,-0.0009551030895678381
18,-57,,,,,,,,,,,-0.0010115103493107958
19,-51,,,,,,,,,,,-0.00106796526541178
20,-45,,,,,,,,,,,-0.0011205393533206265
21,-39,,,,,,,,,,,-0.001174507943637118
22,-33,,,,,,,,,,,-0.001225108059933408
23,-27,,,,,,,,,,,-0.001272754152641803
24,-21,,,,,,,,,,,-0.001321436117779351
25,-15,,,,,,,,,,,-0.0013667985350469813
26,-8,,,,,,,,,,,-0.0014119226137632862
27,-2,,,,,,,,,,,-0.0014547068862426349
28,4,,,,,,,,,,,-0.0014981162142744392
29,16,,,,,,,,,,,-0.0015837452327849971
30,22,,,,,,,,,,,-0.001626915764564238
