,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,zeta
0,-50,0.1083549062968774,0.1085610118703271,0.1127708334886954,0.0491969352977149,0.1163680839101065,0.1619283747406104,0.1113800908469678,0.0978178038765887,0.1169101212480151,
1,-40,0.1084667025735194,0.109375306199046,0.112550568961294,0.0606812990335241,0.1154596113981933,0.1474749233968317,0.1104492942220951,0.1019127706677957,0.1158563224487435,
2,-30,0.1089892278126798,0.1100976479091342,0.1123823816013356,0.0726241917147866,0.1145564014221772,0.1360293094339577,0.1107347162823616,0.1051957436884702,0.1148820441406291,
3,-20,0.1097462931856731,0.1107650610853522,0.1122135353878444,0.0850940805372619,0.1136798302895058,0.1261050730040994,0.1110854489605881,0.1079047483268539,0.1138654577782779,
4,-10,0.1107595675389351,0.111379248169712,0.1120822971614122,0.0982317103045196,0.1127829847584596,0.1184794055786938,0.1114987209855664,0.11009876126146,0.1129091264538822,
5,0,0.1119563759131159,0.1119563759131159,0.1119563759131159,0.1119563759131159,0.1119563759131159,0.1119564264743969,0.1119563759131159,0.1119563759131159,0.1119565432699093,
6,10,0.1134534259423369,0.1124846884485422,0.1118422117505288,0.1265037096078673,0.1111161419243413,0.1063354374701572,0.1124807573052101,0.1135287023673366,0.1110395634555419,0.124499563010612
7,20,0.1148088822546244,0.1129895737190631,0.1117393844164371,0.1421197757594688,0.1102797832696986,0.1013668059470014,0.113079283215342,0.1148802656171898,0.1101418896510258,
8,30,0.116403978221209,0.1134654406710697,0.1116466370408161,0.15880073969705,0.1095005959618697,0.0969086754419715,0.1137317837499223,0.1160243561090135,0.1092720322219195,
9,40,0.1181055694705854,0.1139135752795678,0.1115564712617589,0.176766195753123,0.1086832624965432,0.0929261377087181,0.1144227629151446,0.1170227108694194,0.1084178019942231,
10,50,0.1200134615708746,0.1143329901500445,0.1114746309337405,0.1962564079745172,0.1078709723341766,0.0883645189435509,0.115380195664299,0.1179066028509873,0.1076200821846168,
11,-100,,,,,,,,,,0.0336064976768575
12,-94,,,,,,,,,,0.0375990890391914
13,-88,,,,,,,,,,0.0414940687776547
14,-82,,,,,,,,,,0.0452937547818568
15,-76,,,,,,,,,,0.0490590617988172
16,-69,,,,,,,,,,0.0528412519598066
17,-63,,,,,,,,,,0.056633695605523
18,-57,,,,,,,,,,0.0605544228895976
19,-51,,,,,,,,,,0.0646449127286704
20,-45,,,,,,,,,,0.0689399414621569
21,-39,,,,,,,,,,0.0735275381796919
22,-33,,,,,,,,,,0.0784354156662583
23,-27,,,,,,,,,,0.0837193079215584
24,-21,,,,,,,,,,0.089417418631541
25,-15,,,,,,,,,,0.0955551602211784
26,-8,,,,,,,,,,0.1021194557249115
27,-2,,,,,,,,,,0.1091462818256067
28,4,,,,,,,,,,0.1166081834745831
29,16,,,,,,,,,,0.1327981002612779
30,22,,,,,,,,,,0.1414878442844266
