,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,ERDUS_target,kappa,gamma,rho,zeta
0,-50,0.0155930597751021,0.0156381283725487,0.015605058288809,0.0160186074260871,0.0052838456223268,0.0151203323290589,0.0163558907016264,0.0156784357513836,0.0166944372851319,0.0156506244364334,
1,-40,0.015598272463068,0.015629761839845,0.0156057604957413,0.0159283685099682,0.0073167048187235,0.0152345549548471,0.0156714802355862,0.0156808251515356,0.0164194491669278,0.0156422547796541,
2,-30,0.0156003686384954,0.0156224908801499,0.015605225227767,0.0158383819186948,0.0093672754308686,0.0153385676739827,0.0157665299891575,0.0156630428293613,0.0161702429629657,0.0156328815669797,
3,-20,0.015603214137129,0.0156163278228637,0.0156051620455057,0.0157540168612092,0.0114328283956014,0.0154419403112953,0.0153874278133711,0.0156440800130588,0.0159523500604245,0.0156238443211864,
4,-10,0.0156047329149612,0.0156105759220661,0.015605692493278,0.015674600710393,0.013512769786359,0.0155263904338371,0.0152557049728375,0.0156252013136138,0.0157658450190039,0.015614895839605,
5,0,0.0156055435668638,0.0156055435668638,0.0156055435668638,0.0156055435668638,0.0156055435668638,0.015605554138936,0.0155729002284443,0.0156055435668638,0.0156055435668638,0.0156056359289672,
6,10,0.0155934352603097,0.0156011135754915,0.015605850955043,0.0155416603005159,0.0177117016878658,0.0156785650435492,0.0154004488152965,0.0155856466435151,0.0154674692654604,0.0155961550279338,0.0151612762442729
7,20,0.0156058349085659,0.0155972308731921,0.0156053475380325,0.0154822358594386,0.019830329178079,0.01574709054342,0.0152935500720944,0.0155654723199902,0.0153478798194991,0.015586570567789,
8,30,0.0156133608956932,0.0155937355701732,0.0156054889481256,0.0154282952039747,0.021959489952102,0.015812487958384,0.0151877342870499,0.0155449521778729,0.015243440678119,0.0155771244316212,
9,40,0.0156052202707956,0.0155906118450475,0.015606016880148,0.0153786320011231,0.0241015265081529,0.0158742112816349,0.0145651581139418,0.0155244555925076,0.0151519232671593,0.0155673376744272,
10,50,0.0156030703390159,0.0155884045870283,0.015606097562156,0.015332540699431,0.0262538004557014,0.0159506849271892,0.0142981517712731,0.0155012581666445,0.0150709258781722,0.0155578801272938,
11,-100,,,,,,,,,,,0.0235863787271615
12,-94,,,,,,,,,,,0.0231123619871788
13,-88,,,,,,,,,,,0.0226094040881033
14,-82,,,,,,,,,,,0.0220855337109014
15,-76,,,,,,,,,,,0.0215455690273053
16,-69,,,,,,,,,,,0.0209948448726064
17,-63,,,,,,,,,,,0.0204405234713577
18,-57,,,,,,,,,,,0.0198854019621102
19,-51,,,,,,,,,,,0.0193353057733718
20,-45,,,,,,,,,,,0.018796080122636
21,-39,,,,,,,,,,,0.0182723844091092
22,-33,,,,,,,,,,,0.0177700880550896
23,-27,,,,,,,,,,,0.0172939775954018
24,-21,,,,,,,,,,,0.0168484645759718
25,-15,,,,,,,,,,,0.0164370440380442
26,-8,,,,,,,,,,,0.016062283587193
27,-2,,,,,,,,,,,0.0157249531946113
28,4,,,,,,,,,,,0.0154249826241107
29,16,,,,,,,,,,,0.0149317693678195
30,22,,,,,,,,,,,0.0147339482124977
