,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,ERDUS_target,kappa,gamma,rho,zeta
0,-50,0.045542704148706474,0.04974651368090284,0.04324721759332654,0.019149082105642073,0.05234337586468913,0.07175081591262107,0.026860300800967775,0.10517520092538261,0.038261107692820644,0.052681009133990014,
1,-40,0.04683556939236942,0.04960879897918731,0.044776823398164724,0.024645183282816462,0.05170217884589921,0.06530246217000985,0.030921684839078218,0.08583459723334522,0.041652334204533986,0.051976942004613856,
2,-30,0.04778393866067035,0.04949443104579406,0.046105047659561374,0.03036815821498929,0.05108015979330523,0.06016442946369227,0.036009399509901854,0.07277420936103324,0.044238508143495364,0.05127926214226466,
3,-20,0.04844516457335472,0.04939322519372208,0.04725809803612949,0.03634572494182855,0.050462088193919626,0.05569858019352158,0.04069586371337162,0.06296752536998969,0.04627916972846589,0.05058610978289379,
4,-10,0.04891484675562824,0.04930744490041169,0.048302052872349475,0.04264604603079679,0.04983709871560075,0.0522273906914341,0.04479822830667555,0.05534950015383323,0.047901080199653605,0.049910401750943516,
5,0,0.049239261896707874,0.049239261896707874,0.049239261896707874,0.049239261896707874,0.049239261896707874,0.049238985972388544,0.04923149873892768,0.049239261896707874,0.049239261896707874,0.0492390961577073,
6,10,0.049426816461431426,0.04916891410159883,0.05010094034308909,0.05623664798082106,0.04863554180422759,0.046650992018781784,0.05039443831857761,0.04425003447034169,0.05035075662507615,0.0485795777244748,0.05505581512918797
7,20,0.049552248964503304,0.049115009689502824,0.05089005605492829,0.06373884268006644,0.048027643085484684,0.04435369574411691,0.0512864982908106,0.04006752938146605,0.05129704792501954,0.04793331426030846,
8,30,0.04957282040870697,0.04906299670280171,0.05162524345981246,0.07180834529631536,0.04745608887923508,0.042280311753668726,0.05214469974935078,0.0366021233724021,0.05207932633489143,0.0472907999918857,
9,40,0.04953072165445007,0.04901594739296249,0.052307534321918925,0.08047731144033239,0.046859534793616237,0.040420816944486945,0.055435423732300544,0.03362080438796829,0.05276644161830688,0.046665091559301916,
10,50,0.049485492595974935,0.04896608912566213,0.05294785178488751,0.08986596077516429,0.04626511251125354,0.03829711352355286,0.05714443009546353,0.031112760884580672,0.05337637796169546,0.04605986956755633,
11,-100,,,,,,,,,,,0.010488537559113211
12,-94,,,,,,,,,,,0.012513214137135222
13,-88,,,,,,,,,,,0.01451402454202436
14,-82,,,,,,,,,,,0.01648343703201245
15,-76,,,,,,,,,,,0.018441474039006207
16,-69,,,,,,,,,,,0.02040558640617906
17,-63,,,,,,,,,,,0.02237015046145847
18,-57,,,,,,,,,,,0.024383681088311383
19,-51,,,,,,,,,,,0.026464346029472164
20,-45,,,,,,,,,,,0.028625010060490508
21,-39,,,,,,,,,,,0.03090754543972924
22,-33,,,,,,,,,,,0.03331876413991405
23,-27,,,,,,,,,,,0.035883563337796326
24,-21,,,,,,,,,,,0.038622712933104486
25,-15,,,,,,,,,,,0.04154053015836568
26,-8,,,,,,,,,,,0.04463948358020581
27,-2,,,,,,,,,,,0.04792874556790827
28,4,,,,,,,,,,,0.05140063374173294
29,16,,,,,,,,,,,0.05888048580316097
30,22,,,,,,,,,,,0.06287974727583719
