,Change,KM_target,JUPCOST_target,SINNOVPATUS_target,TO_target,GROWTH_target,SRDUS_target,kappa,gamma,rho,zeta
0,-50,0.5248205248728579,0.3338470016400784,0.3019385393998774,0.145004411908654,0.3433001943839419,0.4597829347559943,0.3493096695593286,0.289472070731975,0.3447108717077633,
1,-40,0.4655347801806405,0.3331564098291992,0.3095174963778393,0.1795326419340349,0.3408780575535236,0.4229595070429678,0.3433322651359415,0.302416959833008,0.3419360321960109,
2,-30,0.4204847107529623,0.3325818804107731,0.3160689784198684,0.2151420202819291,0.3384741088700353,0.393653112721454,0.3403493514169547,0.3122604349004796,0.3393103626604346,
3,-20,0.3847036171002954,0.3321103003352746,0.3217203034696914,0.2521212729548097,0.3360903431744961,0.3682230425614125,0.3373510223427944,0.3200687553783456,0.3365744367556912,
4,-10,0.3556029983250526,0.3317139570934365,0.3268286512800279,0.2908978997282007,0.3336710361210605,0.3484293435761454,0.3343690356068582,0.326263593856088,0.3339791659470146,
5,0,0.3313925415069079,0.3313925415069079,0.3313925415069079,0.3313925415069079,0.3313925415069079,0.3313926900806413,0.3313925415069079,0.3313925415069079,0.3313928002438021,
6,10,0.3107400220548396,0.3310783343267747,0.335555765372395,0.3742684697173376,0.3290801393508892,0.3166398590810074,0.3284751659961177,0.3356658879726984,0.3288723950177433,0.3656085395847178
7,20,0.2932762166879284,0.3308395086470203,0.3393929226621395,0.4201207326470079,0.3267690330475087,0.3035455249694495,0.3256986502338887,0.3393188723283278,0.3263834553556638,
8,30,0.2778997587403997,0.330616843687051,0.342949068423613,0.4691376804706811,0.3245866179108597,0.2917264940775842,0.3230207932416809,0.3423815902865498,0.323916029916913,
9,40,0.2643894938915784,0.3304107378133818,0.34624639282349,0.5219357298426829,0.3222808150792362,0.2811230444737616,0.3204348874116381,0.345031379633768,0.3215342667496698,
10,50,0.2525898986873803,0.3302062921176791,0.3493403767607593,0.5792323479603422,0.3199878374621079,0.2690395842918974,0.3184161572846973,0.3473637356692302,0.3192375254781983,
11,-100,,,,,,,,,,0.0941714552300375
12,-94,,,,,,,,,,0.1075595429838672
13,-88,,,,,,,,,,0.12055218197886
14,-82,,,,,,,,,,0.1331730703209957
15,-76,,,,,,,,,,0.1455804596628059
16,-69,,,,,,,,,,0.157908545962419
17,-63,,,,,,,,,,0.1701521890808489
18,-57,,,,,,,,,,0.1826028869700644
19,-51,,,,,,,,,,0.1953711337358694
20,-45,,,,,,,,,,0.2085506313817555
21,-39,,,,,,,,,,0.222361461209286
22,-33,,,,,,,,,,0.2368822411367572
23,-27,,,,,,,,,,0.2522534349128066
24,-21,,,,,,,,,,0.2685746600592801
25,-15,,,,,,,,,,0.2859131550091215
26,-8,,,,,,,,,,0.3042501134791792
27,-2,,,,,,,,,,0.3236737553835761
28,4,,,,,,,,,,0.3441258558855052
29,16,,,,,,,,,,0.3880753371776546
30,22,,,,,,,,,,0.4114976177294774
