year,HS_digits,A1,A2,A3,B
100,9,0.1351037680390309,0.07182997474326308,0.02699836489280992,0.034676665669010516
100,8,0.12472774051119477,0.05102272928083949,0.02511829345341336,0.03032596221844009
100,7,0.12329538967193394,0.051691627919810676,0.02558551554852861,0.03004329725717153
100,6,0.12038631306314973,0.05965021819729614,0.02054105696395872,0.029256634820952473
101,10,0.13460000012781212,0.0681453043252495,0.024487656165294008,0.049457630461850484
101,9,0.12501204042847985,0.07535262507822436,0.022886623002961726,0.044606350972551244
101,8,0.11576721954696627,0.05912704554474861,0.019724224362842203,0.03778176989128464
101,7,0.11945381656411018,0.059272906149315,0.018792716294648116,0.03616134282005313
101,6,0.10970896692115202,0.0541860878216789,0.019375590656462816,0.03577110625275677
102,10,0.09714258745847822,0.054082094755175704,0.010940788154519342,0.030802190908647404
102,9,0.08550660721574248,0.039172409795595595,0.009980271108885691,0.02836503164542536
102,8,0.07626141019493354,0.033511718576424834,0.007236881719109686,0.022976074613193058
102,7,0.08696724220579304,0.03877514882780117,0.011938796355888188,0.02710218436877958
102,6,0.098324669132152,0.040627541749708306,0.010577520955814358,0.02643645189009939
103,10,0.10875109590549746,0.04086869004817177,0.019508449496037587,0.031048500420191475
103,9,0.08923629936518201,0.040766107153191414,0.01810673840136639,0.028903765732060948
103,8,0.0896558074748163,0.036271651212215886,0.0187554754608931,0.024997427311963537
103,7,0.09435111283374904,0.04023908948931432,0.019695086519676983,0.025350467468424436
103,6,0.09873618698926094,0.034207420447147995,0.018868114023766237,0.024524656900235208
104,10,0.1609377663092942,0.060222010474307225,0.034105261098719114,0.04957725453835026
104,9,0.1348131238767961,0.058518282664252616,0.03136439623246068,0.04535227806830432
104,8,0.1529500466985731,0.07808146430490784,0.03227223533807902,0.032857683749316934
104,7,0.1586419026782051,0.08013144501088362,0.032910572437222424,0.033162061367914754
104,6,0.13667073048564177,0.0742246758064349,0.027684581634736537,0.035242119089118444
105,10,0.1297572523673503,0.04825460659723744,0.030374106260830612,0.03908713481972392
105,9,0.12859179655995084,0.059206186711750076,0.02796761535175097,0.035580619607050626
105,8,0.10198517889286113,0.03645879599202328,0.01865071372378673,0.024480669128318044
105,7,0.10512550540131475,0.03740221334522302,0.018385774458277836,0.025268061910368074
105,6,0.08140188619705029,0.036192435373262395,0.01668703295683763,0.02746860584374031
106,10,0.11888252592359107,0.040599664282108115,0.016991595727423724,0.03176495588374537
106,9,0.11519921217040277,0.04450396629559107,0.027635225023109274,0.03507164441069409
106,8,0.08348114657161104,0.023444888992490164,0.01063984772086608,0.014973304298874392
106,7,0.08885429205287441,0.023642900483348328,0.011147205418990546,0.015434026001762826
106,6,0.054095768900632314,0.02141157491673192,0.01010507644912469,0.01125406051184287
107,10,0.1159052026181352,0.06654007365450539,0.014449949088004205,0.04694094151463822
107,9,0.11119811473627476,0.06420880746539612,0.0164379204425523,0.04867136684817409
107,8,0.09179279684061813,0.04725958511211672,0.008137700998095682,0.039437937320696566
107,7,0.08736534162101102,0.04717343102557886,0.007243423934427318,0.039018767282488945
107,6,0.04815221287125357,0.016518905347933505,0.004568400661989178,0.007155536280116195
108,10,0.09661782184502965,0.042306167057347285,0.015302225330364105,0.03789006933789285
108,9,0.09229285016902988,0.042349768561312215,0.017982873519815593,0.03396717503817529
108,8,0.06228832646420232,0.023700777360941352,0.008527238984228261,0.013906321319248615
108,7,0.05958648188683469,0.02337664495282271,0.007959867774549621,0.013318293990148824
108,6,0.05630774299502939,0.017585780099538255,0.004463348228483764,0.00785488180072386
109,10,0.0664647,0.028678233,0.01003786,0.020671817
109,9,0.06268378,0.026175018,0.009063246,0.018859863
109,8,0.04895076,0.015725281,0.0059410566,0.01338983
109,7,0.052364543,0.015616475,0.0059713037,0.013494894
109,6,0.04410487,0.016553301,0.0036957066,0.009855214
110,10,0.07859526,0.03099698,0.011327221,0.023927094
110,9,0.086839676,0.03430871,0.0141930375,0.02109817
110,8,0.10270264,0.017123634,0.00563378,0.014314735
110,7,0.102696486,0.017358737,0.005082791,0.014412024
110,6,0.09895578,0.01602847,0.004149691,0.011194444
111,10,0.08133867,0.03614843,0.010400649,0.027793465
111,9,0.08719633,0.041026365,0.022206778,0.027150521
111,8,0.065349035,0.02619611,0.00736202,0.015429097
111,7,0.0680276,0.023910245,0.0072163935,0.015554708
111,6,0.06126383,0.023784531,0.006604904,0.009917385
112,10,0.06678938,0.027975004,0.011352916,0.017037649
112,9,0.07009993,0.032014403,0.013201739,0.018882822
112,8,0.05800667,0.022262638,0.0085126255,0.012762589
112,7,0.0835443,0.022432124,0.008395789,0.013016395
112,6,0.07232364,0.019398572,0.006203583,0.010538395
113,10,0.064029604,0.020307438,0.007199479,0.012034986
113,9,0.06427253,0.022002392,0.009806079,0.013664869
113,8,0.054500062,0.017493881,0.0052243257,0.009967079
113,7,0.09806925,0.04168878,0.005012719,0.010992856
113,6,0.09771793,0.038319062,0.0032398805,0.009343226
114,10,0.07304931,0.03954204,0.013838387,0.023556048
114,9,0.073704444,0.03715475,0.015432157,0.02343502
114,8,0.07109268,0.01967296,0.006486706,0.016050162
114,7,0.11047304,0.019860594,0.006385033,0.016104482
114,6,0.09843027,0.017245732,0.0062994473,0.0115579
115,10,0.089858495,0.05206657,0.020659164,0.034489673
115,9,0.09629556,0.05434785,0.019245837,0.034270547
115,8,0.08684863,0.036965553,0.008833567,0.018602785
115,7,0.12874147,0.03995152,0.011145287,0.02153734
115,6,0.112233765,0.03239316,0.008183433,0.017642232
116,10,0.08181209,0.04140985,0.014454369,0.024584953
116,9,0.08414012,0.042950857,0.013667113,0.025317952
116,8,0.07334418,0.024857167,0.0065060407,0.011084308
116,7,0.090543576,0.02443458,0.0064129983,0.0109559
116,6,0.09179746,0.02545669,0.005661299,0.009536508
