country_code,country,fee
1,USA,14719.360429930999
2,EUR,32231.965879990166
3,JAP,26403.143659123212
4,CHN,16237.14903030039
5,BRA,24434.586496577103
6,IND,13233.461766082712
7,ROW,107968.669023524
