,beta,alpha,UUPCOSTS
0,0.6239923524376255,0.5910778660671897,0.0
1,0.3439307140772265,0.3735710903350405,0.003672256448774733
2,0.03207693348514813,0.3574030833230881,0.0012197247347604334
